market,sampling_rate,sampling_label,model,seed,ARR,dqn_seed,source
Main,0.59999999999999998,60%,LTR-DQN,25,1.9713540748164968,2137296655,
Main,0.59999999999999998,60%,LTR-DQN,29,0.53995280640167564,454067855,
Main,0.59999999999999998,60%,LTR-DQN,31,6.8526618833016011,285798786,
Main,0.59999999999999998,60%,LTR-DQN,40,0.79245327074974137,825079857,
Main,0.59999999999999998,60%,LTR-DQN,44,1.0005483596476985,1091773373,
Main,0.59999999999999998,60%,LTR-DQN,55,2.3318837031007185,370138491,
Main,0.59999999999999998,60%,LTR-DQN,58,0.38047475452449597,864655436,
Main,0.59999999999999998,60%,LTR-DQN,59,0.13762274818119269,958472621,
Main,0.59999999999999998,60%,LTR-DQN,62,0.49475157078203047,2003246367,
Main,0.59999999999999998,60%,LTR-DQN,64,1.9196582291796687,878068006,
Main,0.59999999999999998,60%,LTR-DQN,72,1.2057422542220904,230686750,
Main,0.59999999999999998,60%,LTR-DQN,77,1.6853007166284439,559570462,
Main,0.59999999999999998,60%,LTR-DQN,79,2.2992701637552755,1080031362,
Main,0.59999999999999998,60%,LTR-DQN,81,2.0137446240424883,235690372,
Main,0.59999999999999998,60%,LTR-DQN,98,0.7839540163255132,1287790002,
Main,0.59999999999999998,60%,LTR-DQN,107,1.596211926179997,2124426311,
Main,0.59999999999999998,60%,LambdaMART,1,-0.47796768993699568,,
Main,0.59999999999999998,60%,LambdaMART,8,1.7226472034679219,,
Main,0.59999999999999998,60%,LambdaMART,12,0.1597181835958621,,
Main,0.59999999999999998,60%,LambdaMART,18,0.96321204503422697,,
Main,0.59999999999999998,60%,LambdaMART,25,0.99862239140812759,,
Main,0.59999999999999998,60%,LambdaMART,29,-0.052596987353574431,,
Main,0.59999999999999998,60%,LambdaMART,31,4.6779307000419168,,
Main,0.59999999999999998,60%,LambdaMART,40,0.4540748775458483,,
Main,0.59999999999999998,60%,LambdaMART,44,0.97491389511485638,,
Main,0.59999999999999998,60%,LambdaMART,55,1.8937584565480314,,
Main,0.59999999999999998,60%,LambdaMART,58,0.14231900112856266,,
Main,0.59999999999999998,60%,LambdaMART,59,-0.16474087834291418,,
Main,0.59999999999999998,60%,LambdaMART,62,0.32404323209417796,,
Main,0.59999999999999998,60%,LambdaMART,64,2.2714138237230261,,
Main,0.59999999999999998,60%,LambdaMART,72,0.7146523192212777,,
Main,0.59999999999999998,60%,LambdaMART,77,0.55396866809053469,,
Main,0.59999999999999998,60%,LambdaMART,79,1.1440672011642752,,
Main,0.59999999999999998,60%,LambdaMART,81,2.6444700667705185,,
Main,0.59999999999999998,60%,LambdaMART,98,0.3810625821409972,,
Main,0.59999999999999998,60%,LambdaMART,107,1.2944129246478258,,
Main,0.59999999999999998,60%,LambdaRank,14,0.22989355506442233,,
Main,0.59999999999999998,60%,LambdaRank,26,-0.22266060492127371,,
Main,0.59999999999999998,60%,LambdaRank,30,0.79283666481077719,,
Main,0.59999999999999998,60%,LambdaRank,32,0.53482983560809161,,
Main,0.59999999999999998,60%,LambdaRank,34,2.2547046538146653,,
Main,0.59999999999999998,60%,LambdaRank,53,2.5444705874661402,,
Main,0.59999999999999998,60%,LambdaRank,62,0.21560306112337835,,
Main,0.59999999999999998,60%,LambdaRank,65,0.83424583434473587,,
Main,0.59999999999999998,60%,LambdaRank,73,0.2335378255625471,,
Main,0.59999999999999998,60%,LambdaRank,86,0.9633988259092201,,
Main,0.59999999999999998,60%,LambdaRank,93,1.3420897164488657,,
Main,0.59999999999999998,60%,LambdaRank,95,-0.24330420752729875,,
Main,0.59999999999999998,60%,LambdaRank,98,0.33544913596894732,,
Main,0.59999999999999998,60%,LambdaRank,99,0.60054526162395661,,
Main,0.59999999999999998,60%,LambdaRank,110,-0.19911763345422806,,
Main,0.59999999999999998,60%,LambdaRank,116,0.12721800412783857,,
Main,0.59999999999999998,60%,LambdaRank,127,3.4600833072237407,,
Main,0.59999999999999998,60%,LambdaRank,129,0.54720117453983397,,
Main,0.59999999999999998,60%,LambdaRank,130,0.65101676341655224,,
Main,0.59999999999999998,60%,LambdaRank,132,1.2777008670287007,,
Main,0.69999999999999996,70%,LTR-DQN,5,0.70957053345092524,1522229069,
Main,0.69999999999999996,70%,LTR-DQN,9,1.1150805875728413,1789115312,
Main,0.69999999999999996,70%,LTR-DQN,13,2.1532137631131851,2031404069,
Main,0.69999999999999996,70%,LTR-DQN,19,1.3058025776987394,1509349384,
Main,0.69999999999999996,70%,LTR-DQN,24,-0.51551630160981865,1813985867,
Main,0.69999999999999996,70%,LTR-DQN,25,4.374295371418671,766888195,
Main,0.69999999999999996,70%,LTR-DQN,31,3.5289133553529304,133263334,
Main,0.69999999999999996,70%,LTR-DQN,38,2.3603149519749427,1953242642,
Main,0.69999999999999996,70%,LTR-DQN,39,0.023394128901195632,200206105,
Main,0.69999999999999996,70%,LTR-DQN,40,1.4251891254862139,246679472,
Main,0.69999999999999996,70%,LTR-DQN,42,2.5107535062440554,1543400231,
Main,0.69999999999999996,70%,LTR-DQN,48,0.69663832217590316,68606694,
Main,0.69999999999999996,70%,LTR-DQN,60,1.1227661008029211,1279552063,
Main,0.69999999999999996,70%,LTR-DQN,65,1.4043227600624828,1962903217,
Main,0.69999999999999996,70%,LTR-DQN,79,2.5133407826288563,1365885036,
Main,0.69999999999999996,70%,LTR-DQN,88,0.00035746912548817456,538703809,
Main,0.69999999999999996,70%,LTR-DQN,96,1.6336780950629106,35779246,
Main,0.69999999999999996,70%,LTR-DQN,100,0.504482688263719,249402762,
Main,0.69999999999999996,70%,LTR-DQN,117,2.259517525471181,682220389,
Main,0.69999999999999996,70%,LTR-DQN,122,4.564996634786973,1396296137,
Main,0.69999999999999996,70%,LambdaMART,5,0.57742518115889996,,
Main,0.69999999999999996,70%,LambdaMART,9,0.61586755581478236,,
Main,0.69999999999999996,70%,LambdaMART,13,1.2128660191067544,,
Main,0.69999999999999996,70%,LambdaMART,19,1.1562211323944434,,
Main,0.69999999999999996,70%,LambdaMART,24,-0.49097874623207693,,
Main,0.69999999999999996,70%,LambdaMART,25,2.8286824688752126,,
Main,0.69999999999999996,70%,LambdaMART,31,2.1994816937184356,,
Main,0.69999999999999996,70%,LambdaMART,38,1.2834920048764631,,
Main,0.69999999999999996,70%,LambdaMART,39,0.076790951532166973,,
Main,0.69999999999999996,70%,LambdaMART,40,1.0789709771304459,,
Main,0.69999999999999996,70%,LambdaMART,42,1.6291454418813234,,
Main,0.69999999999999996,70%,LambdaMART,48,0.25585424429489301,,
Main,0.69999999999999996,70%,LambdaMART,60,0.79793080089932933,,
Main,0.69999999999999996,70%,LambdaMART,65,0.72603509483262241,,
Main,0.69999999999999996,70%,LambdaMART,79,0.73167557222632706,,
Main,0.69999999999999996,70%,LambdaMART,88,-0.17563565429865302,,
Main,0.69999999999999996,70%,LambdaMART,96,1.317686033907167,,
Main,0.69999999999999996,70%,LambdaMART,100,0.34246357999686694,,
Main,0.69999999999999996,70%,LambdaMART,117,1.6919304941921931,,
Main,0.69999999999999996,70%,LambdaMART,122,4.0253206039712435,,
Main,0.69999999999999996,70%,LambdaRank,6,1.8501205032297436,,
Main,0.69999999999999996,70%,LambdaRank,12,0.11715878378368538,,
Main,0.69999999999999996,70%,LambdaRank,15,-0.31596683638757683,,
Main,0.69999999999999996,70%,LambdaRank,21,0.86543857850614292,,
Main,0.69999999999999996,70%,LambdaRank,22,0.37995660316140234,,
Main,0.69999999999999996,70%,LambdaRank,28,-0.43536796298821656,,
Main,0.69999999999999996,70%,LambdaRank,37,3.0584739954321982,,
Main,0.69999999999999996,70%,LambdaRank,38,0.44250967192303059,,
Main,0.69999999999999996,70%,LambdaRank,39,0.25227244620736733,,
Main,0.69999999999999996,70%,LambdaRank,41,-0.38900940964992192,,
Main,0.69999999999999996,70%,LambdaRank,44,2.0510055449181652,,
Main,0.69999999999999996,70%,LambdaRank,45,0.14729695941307686,,
Main,0.69999999999999996,70%,LambdaRank,47,3.2483461877162192,,
Main,0.69999999999999996,70%,LambdaRank,49,2.716824130549107,,
Main,0.69999999999999996,70%,LambdaRank,59,0.35089531242548477,,
Main,0.69999999999999996,70%,LambdaRank,69,2.9026919218725205,,
Main,0.69999999999999996,70%,LambdaRank,79,0.97001647781416422,,
Main,0.69999999999999996,70%,LambdaRank,81,1.8881310413603125,,
Main,0.69999999999999996,70%,LambdaRank,85,0.61810462580007064,,
Main,0.69999999999999996,70%,LambdaRank,88,-0.019838323655616774,,
Main,0.80000000000000004,80%,LTR-DQN,20,1.6845528090254822,327812728,
Main,0.80000000000000004,80%,LTR-DQN,27,1.4730791832950083,638516930,
Main,0.80000000000000004,80%,LTR-DQN,40,1.3970023708175683,2017324498,
Main,0.80000000000000004,80%,LTR-DQN,54,0.12644291259669038,1933412357,
Main,0.80000000000000004,80%,LTR-DQN,71,2.0172778052642824,1920267035,
Main,0.80000000000000004,80%,LTR-DQN,114,1.6499350377551329,360715776,
Main,0.80000000000000004,80%,LTR-DQN,132,1.7311336028759907,1260086534,
Main,0.80000000000000004,80%,LTR-DQN,140,3.0418052393831401,1152516921,
Main,0.80000000000000004,80%,LTR-DQN,148,3.005517290874212,1816851658,
Main,0.80000000000000004,80%,LTR-DQN,150,5.8690194147963224,343958328,
Main,0.80000000000000004,80%,LTR-DQN,155,0.52231628073965375,565272497,
Main,0.80000000000000004,80%,LTR-DQN,161,1.3285507252414619,382592157,
Main,0.80000000000000004,80%,LTR-DQN,167,0.45598012117269859,46084156,
Main,0.80000000000000004,80%,LTR-DQN,180,1.72874523114587,1217089870,
Main,0.80000000000000004,80%,LTR-DQN,181,1.1603956014395402,520837481,
Main,0.80000000000000004,80%,LTR-DQN,197,2.8221767023348492,530486995,
Main,0.80000000000000004,80%,LTR-DQN,203,2.5693521324198771,2124231360,
Main,0.80000000000000004,80%,LTR-DQN,204,1.4298301528603909,1556872554,
Main,0.80000000000000004,80%,LTR-DQN,222,1.5482760268104276,173371597,
Main,0.80000000000000004,80%,LTR-DQN,227,0.8775741761802236,65316188,
Main,0.80000000000000004,80%,LambdaMART,20,1.2904331545101622,,
Main,0.80000000000000004,80%,LambdaMART,27,1.0477606176012748,,
Main,0.80000000000000004,80%,LambdaMART,40,0.70106900682754247,,
Main,0.80000000000000004,80%,LambdaMART,54,-0.18528260357959203,,
Main,0.80000000000000004,80%,LambdaMART,71,1.5172826238259782,,
Main,0.80000000000000004,80%,LambdaMART,114,1.3037536082574048,,
Main,0.80000000000000004,80%,LambdaMART,132,0.87453324635896879,,
Main,0.80000000000000004,80%,LambdaMART,140,1.3976453675989053,,
Main,0.80000000000000004,80%,LambdaMART,148,2.2068718596263284,,
Main,0.80000000000000004,80%,LambdaMART,150,3.6200297915488306,,
Main,0.80000000000000004,80%,LambdaMART,155,0.11493342933264272,,
Main,0.80000000000000004,80%,LambdaMART,161,0.76049485677096262,,
Main,0.80000000000000004,80%,LambdaMART,167,0.45649107555438961,,
Main,0.80000000000000004,80%,LambdaMART,180,1.3420303538047285,,
Main,0.80000000000000004,80%,LambdaMART,181,0.55511991602208832,,
Main,0.80000000000000004,80%,LambdaMART,197,1.7641744108686432,,
Main,0.80000000000000004,80%,LambdaMART,203,1.9550320927519773,,
Main,0.80000000000000004,80%,LambdaMART,204,0.26563927669796006,,
Main,0.80000000000000004,80%,LambdaMART,222,1.0325915132663552,,
Main,0.80000000000000004,80%,LambdaMART,227,0.43976960607765236,,
Main,0.80000000000000004,80%,LambdaRank,2,2.3844221633726574,,
Main,0.80000000000000004,80%,LambdaRank,6,1.0899111393748835,,
Main,0.80000000000000004,80%,LambdaRank,9,1.5061138521506763,,
Main,0.80000000000000004,80%,LambdaRank,13,0.79987410847193696,,
Main,0.80000000000000004,80%,LambdaRank,23,2.4810417100548476,,
Main,0.80000000000000004,80%,LambdaRank,24,-0.4132281254248148,,
Main,0.80000000000000004,80%,LambdaRank,29,0.3938026267861745,,
Main,0.80000000000000004,80%,LambdaRank,38,0.20189404616041751,,
Main,0.80000000000000004,80%,LambdaRank,43,0.19144522543374998,,
Main,0.80000000000000004,80%,LambdaRank,46,0.80948145522891091,,
Main,0.80000000000000004,80%,LambdaRank,55,2.0307243244950155,,
Main,0.80000000000000004,80%,LambdaRank,56,-0.010131610751962672,,
Main,0.80000000000000004,80%,LambdaRank,58,0.79253185199369525,,
Main,0.80000000000000004,80%,LambdaRank,68,1.3764249280977623,,
Main,0.80000000000000004,80%,LambdaRank,70,0.19212097998862232,,
Main,0.80000000000000004,80%,LambdaRank,81,1.3388837234479603,,
Main,0.80000000000000004,80%,LambdaRank,95,1.3004388554021187,,
Main,0.80000000000000004,80%,LambdaRank,99,0.7456560909129144,,
Main,0.80000000000000004,80%,LambdaRank,100,1.1943206706447644,,
Main,0.80000000000000004,80%,LambdaRank,101,1.5338668290381507,,
Main,0.90000000000000002,90%,LTR-DQN,36,1.8383152107883416,1284621583,
Main,0.90000000000000002,90%,LTR-DQN,132,2.7687908368690044,952962062,
Main,0.90000000000000002,90%,LTR-DQN,142,1.6532258328405502,1084436676,
Main,0.90000000000000002,90%,LTR-DQN,193,2.8462972480095936,1750704041,
Main,0.90000000000000002,90%,LTR-DQN,197,2.3368029205030916,840847168,
Main,0.90000000000000002,90%,LTR-DQN,204,1.6924962922488853,556577867,
Main,0.90000000000000002,90%,LTR-DQN,237,0.76075330325216117,569280259,
Main,0.90000000000000002,90%,LTR-DQN,289,0.5538683360981691,9795449,
Main,0.90000000000000002,90%,LTR-DQN,295,1.5200553475836678,986298332,
Main,0.90000000000000002,90%,LTR-DQN,340,0.68719378455826585,631912030,
Main,0.90000000000000002,90%,LTR-DQN,398,3.275565249571307,410660040,
Main,0.90000000000000002,90%,LTR-DQN,434,2.5836855512950621,1481186546,
Main,0.90000000000000002,90%,LTR-DQN,510,2.9243144205877667,1537575354,
Main,0.90000000000000002,90%,LTR-DQN,516,1.8628430504660227,357658174,
Main,0.90000000000000002,90%,LTR-DQN,1018,3.0402536613279922,628604109,
Main,0.90000000000000002,90%,LTR-DQN,1021,1.7061343382209908,795144549,
Main,0.90000000000000002,90%,LTR-DQN,1027,3.1216292358245603,1783839301,
Main,0.90000000000000002,90%,LTR-DQN,1038,0.48094541225898002,171962506,
Main,0.90000000000000002,90%,LTR-DQN,1050,1.2032843560604296,1884262612,
Main,0.90000000000000002,90%,LTR-DQN,1076,2.895978275426125,275813463,
Main,0.90000000000000002,90%,LambdaMART,36,0.89967234575220223,,
Main,0.90000000000000002,90%,LambdaMART,132,1.6660243415169522,,
Main,0.90000000000000002,90%,LambdaMART,142,0.77564332047873474,,
Main,0.90000000000000002,90%,LambdaMART,193,2.1261498775298908,,
Main,0.90000000000000002,90%,LambdaMART,197,2.3363254393756723,,
Main,0.90000000000000002,90%,LambdaMART,204,0.86644913884238917,,
Main,0.90000000000000002,90%,LambdaMART,237,0.42522654119992143,,
Main,0.90000000000000002,90%,LambdaMART,289,0.28667484134146548,,
Main,0.90000000000000002,90%,LambdaMART,295,0.89048369755459689,,
Main,0.90000000000000002,90%,LambdaMART,340,0.39795823261101915,,
Main,0.90000000000000002,90%,LambdaMART,398,2.114298321325732,,
Main,0.90000000000000002,90%,LambdaMART,434,1.5735940510346458,,
Main,0.90000000000000002,90%,LambdaMART,510,1.3250362855819677,,
Main,0.90000000000000002,90%,LambdaMART,516,1.0179885082337559,,
Main,0.90000000000000002,90%,LambdaMART,1018,1.43654327775306,,
Main,0.90000000000000002,90%,LambdaMART,1021,0.7923745221471985,,
Main,0.90000000000000002,90%,LambdaMART,1027,1.7089457294265871,,
Main,0.90000000000000002,90%,LambdaMART,1038,0.10156915808620726,,
Main,0.90000000000000002,90%,LambdaMART,1050,0.76787066095830125,,
Main,0.90000000000000002,90%,LambdaMART,1076,1.3832752681911029,,
Main,0.90000000000000002,90%,LambdaRank,2,0.9529402154362967,,
Main,0.90000000000000002,90%,LambdaRank,18,0.95943531438752006,,
Main,0.90000000000000002,90%,LambdaRank,23,1.9336388260386985,,
Main,0.90000000000000002,90%,LambdaRank,28,0.10404457049573534,,
Main,0.90000000000000002,90%,LambdaRank,36,0.48128992514671531,,
Main,0.90000000000000002,90%,LambdaRank,62,1.1498928921305152,,
Main,0.90000000000000002,90%,LambdaRank,72,1.275744159019423,,
Main,0.90000000000000002,90%,LambdaRank,79,0.88026545943090229,,
Main,0.90000000000000002,90%,LambdaRank,82,1.0935649170189907,,
Main,0.90000000000000002,90%,LambdaRank,84,1.1276879483957916,,
Main,0.90000000000000002,90%,LambdaRank,99,0.52192067210238813,,
Main,0.90000000000000002,90%,LambdaRank,104,0.45709983277823163,,
Main,0.90000000000000002,90%,LambdaRank,109,1.4320811532590585,,
Main,0.90000000000000002,90%,LambdaRank,110,-0.0091446372393781949,,
Main,0.90000000000000002,90%,LambdaRank,123,1.2296689963914678,,
Main,0.90000000000000002,90%,LambdaRank,125,1.4425342507150183,,
Main,0.90000000000000002,90%,LambdaRank,129,0.96166841323900965,,
Main,0.90000000000000002,90%,LambdaRank,131,2.1626331530865954,,
Main,0.90000000000000002,90%,LambdaRank,137,1.0132801618090492,,
Main,0.90000000000000002,90%,LambdaRank,144,1.8090696850511212,,
