qid_date,wealth,market,model,source_signature,seed_signature
20220530,0.836266772581432,Main,CSI 300 Index,15be2953ef58d8d672e82424999fa7aca53391e706b3ef8e31027b2e92088086,60776a3656c4042c716e0f5a57e5c3d03f5dd55a4526cfc62df409a9b1b568be
20220531,0.8345616246630478,Main,CSI 300 Index,15be2953ef58d8d672e82424999fa7aca53391e706b3ef8e31027b2e92088086,60776a3656c4042c716e0f5a57e5c3d03f5dd55a4526cfc62df409a9b1b568be
20220601,0.8358677135933854,Main,CSI 300 Index,15be2953ef58d8d672e82424999fa7aca53391e706b3ef8e31027b2e92088086,60776a3656c4042c716e0f5a57e5c3d03f5dd55a4526cfc62df409a9b1b568be
20220602,0.8515067985459092,Main,CSI 300 Index,15be2953ef58d8d672e82424999fa7aca53391e706b3ef8e31027b2e92088086,60776a3656c4042c716e0f5a57e5c3d03f5dd55a4526cfc62df409a9b1b568be
20220606,0.8541728663200061,Main,CSI 300 Index,15be2953ef58d8d672e82424999fa7aca53391e706b3ef8e31027b2e92088086,60776a3656c4042c716e0f5a57e5c3d03f5dd55a4526cfc62df409a9b1b568be
20220607,0.8624882391536702,Main,CSI 300 Index,15be2953ef58d8d672e82424999fa7aca53391e706b3ef8e31027b2e92088086,60776a3656c4042c716e0f5a57e5c3d03f5dd55a4526cfc62df409a9b1b568be
20220608,0.853467474684134,Main,CSI 300 Index,15be2953ef58d8d672e82424999fa7aca53391e706b3ef8e31027b2e92088086,60776a3656c4042c716e0f5a57e5c3d03f5dd55a4526cfc62df409a9b1b568be
20220609,0.8664094554972669,Main,CSI 300 Index,15be2953ef58d8d672e82424999fa7aca53391e706b3ef8e31027b2e92088086,60776a3656c4042c716e0f5a57e5c3d03f5dd55a4526cfc62df409a9b1b568be
20220610,0.8562629343064669,Main,CSI 300 Index,15be2953ef58d8d672e82424999fa7aca53391e706b3ef8e31027b2e92088086,60776a3656c4042c716e0f5a57e5c3d03f5dd55a4526cfc62df409a9b1b568be
20220613,0.862999154852262,Main,CSI 300 Index,15be2953ef58d8d672e82424999fa7aca53391e706b3ef8e31027b2e92088086,60776a3656c4042c716e0f5a57e5c3d03f5dd55a4526cfc62df409a9b1b568be
