qid_date,funds,market,model,source_signature
20221128.0,969126.9067434361,Main,CSI 300 Index,49a0a4d1fd8f9616a69909cec22531a01219e391bfe1df73a5151c872292fed1
20221129.0,970288.8898762461,Main,CSI 300 Index,49a0a4d1fd8f9616a69909cec22531a01219e391bfe1df73a5151c872292fed1
20221130.0,980798.0888193831,Main,CSI 300 Index,49a0a4d1fd8f9616a69909cec22531a01219e391bfe1df73a5151c872292fed1
20221201.0,974799.5277326081,Main,CSI 300 Index,49a0a4d1fd8f9616a69909cec22531a01219e391bfe1df73a5151c872292fed1
20221202.0,993920.220525123,Main,CSI 300 Index,49a0a4d1fd8f9616a69909cec22531a01219e391bfe1df73a5151c872292fed1
20221205.0,999289.3775111268,Main,CSI 300 Index,49a0a4d1fd8f9616a69909cec22531a01219e391bfe1df73a5151c872292fed1
20221206.0,996832.1249410884,Main,CSI 300 Index,49a0a4d1fd8f9616a69909cec22531a01219e391bfe1df73a5151c872292fed1
20221207.0,997018.5325824973,Main,CSI 300 Index,49a0a4d1fd8f9616a69909cec22531a01219e391bfe1df73a5151c872292fed1
20221208.0,1006856.1143942741,Main,CSI 300 Index,49a0a4d1fd8f9616a69909cec22531a01219e391bfe1df73a5151c872292fed1
20221209.0,995574.2916165898,Main,CSI 300 Index,49a0a4d1fd8f9616a69909cec22531a01219e391bfe1df73a5151c872292fed1
20221212.0,993619.9792526184,Main,CSI 300 Index,49a0a4d1fd8f9616a69909cec22531a01219e391bfe1df73a5151c872292fed1
20221213.0,995938.0947298727,Main,CSI 300 Index,49a0a4d1fd8f9616a69909cec22531a01219e391bfe1df73a5151c872292fed1
20221214.0,995208.0720657517,Main,CSI 300 Index,49a0a4d1fd8f9616a69909cec22531a01219e391bfe1df73a5151c872292fed1
20221215.0,995771.3598263912,Main,CSI 300 Index,49a0a4d1fd8f9616a69909cec22531a01219e391bfe1df73a5151c872292fed1
20221216.0,980408.5992933374,Main,CSI 300 Index,49a0a4d1fd8f9616a69909cec22531a01219e391bfe1df73a5151c872292fed1
20221219.0,964240.6810751072,Main,CSI 300 Index,49a0a4d1fd8f9616a69909cec22531a01219e391bfe1df73a5151c872292fed1
20221220.0,964623.4846253889,Main,CSI 300 Index,49a0a4d1fd8f9616a69909cec22531a01219e391bfe1df73a5151c872292fed1
20221221.0,966005.7900716971,Main,CSI 300 Index,49a0a4d1fd8f9616a69909cec22531a01219e391bfe1df73a5151c872292fed1
20221222.0,964039.0022930905,Main,CSI 300 Index,49a0a4d1fd8f9616a69909cec22531a01219e391bfe1df73a5151c872292fed1
20221223.0,967884.5539414022,Main,CSI 300 Index,49a0a4d1fd8f9616a69909cec22531a01219e391bfe1df73a5151c872292fed1
20221226.0,979056.845284886,Main,CSI 300 Index,49a0a4d1fd8f9616a69909cec22531a01219e391bfe1df73a5151c872292fed1
20221227.0,974879.2097380942,Main,CSI 300 Index,49a0a4d1fd8f9616a69909cec22531a01219e391bfe1df73a5151c872292fed1
20221228.0,971211.714162433,Main,CSI 300 Index,49a0a4d1fd8f9616a69909cec22531a01219e391bfe1df73a5151c872292fed1
20221229.0,974972.2458905282,Main,CSI 300 Index,49a0a4d1fd8f9616a69909cec22531a01219e391bfe1df73a5151c872292fed1
20221230.0,979068.1042906368,Main,CSI 300 Index,49a0a4d1fd8f9616a69909cec22531a01219e391bfe1df73a5151c872292fed1
20230103.0,980339.9138032276,Main,CSI 300 Index,49a0a4d1fd8f9616a69909cec22531a01219e391bfe1df73a5151c872292fed1
20230104.0,999384.9773195548,Main,CSI 300 Index,49a0a4d1fd8f9616a69909cec22531a01219e391bfe1df73a5151c872292fed1
20230105.0,1002485.0695296766,Main,CSI 300 Index,49a0a4d1fd8f9616a69909cec22531a01219e391bfe1df73a5151c872292fed1
20230106.0,1010601.1885932471,Main,CSI 300 Index,49a0a4d1fd8f9616a69909cec22531a01219e391bfe1df73a5151c872292fed1
20230109.0,1011697.6908568101,Main,CSI 300 Index,49a0a4d1fd8f9616a69909cec22531a01219e391bfe1df73a5151c872292fed1
20230110.0,1009823.0151220817,Main,CSI 300 Index,49a0a4d1fd8f9616a69909cec22531a01219e391bfe1df73a5151c872292fed1
20230111.0,1011797.2190677001,Main,CSI 300 Index,49a0a4d1fd8f9616a69909cec22531a01219e391bfe1df73a5151c872292fed1
20230112.0,1026027.1354430588,Main,CSI 300 Index,49a0a4d1fd8f9616a69909cec22531a01219e391bfe1df73a5151c872292fed1
20230113.0,1042040.3404100118,Main,CSI 300 Index,49a0a4d1fd8f9616a69909cec22531a01219e391bfe1df73a5151c872292fed1
20230116.0,1041859.0256923168,Main,CSI 300 Index,49a0a4d1fd8f9616a69909cec22531a01219e391bfe1df73a5151c872292fed1
20230117.0,1040113.9113404554,Main,CSI 300 Index,49a0a4d1fd8f9616a69909cec22531a01219e391bfe1df73a5151c872292fed1
20230118.0,1046584.4608467489,Main,CSI 300 Index,49a0a4d1fd8f9616a69909cec22531a01219e391bfe1df73a5151c872292fed1
20230119.0,1053010.4887297808,Main,CSI 300 Index,49a0a4d1fd8f9616a69909cec22531a01219e391bfe1df73a5151c872292fed1
20230120.0,1058000.7054540738,Main,CSI 300 Index,49a0a4d1fd8f9616a69909cec22531a01219e391bfe1df73a5151c872292fed1
20230130.0,1046797.5358823912,Main,CSI 300 Index,49a0a4d1fd8f9616a69909cec22531a01219e391bfe1df73a5151c872292fed1
20230131.0,1056637.4332051908,Main,CSI 300 Index,49a0a4d1fd8f9616a69909cec22531a01219e391bfe1df73a5151c872292fed1
20230201.0,1052914.8995023603,Main,CSI 300 Index,49a0a4d1fd8f9616a69909cec22531a01219e391bfe1df73a5151c872292fed1
20230202.0,1042963.8008792661,Main,CSI 300 Index,49a0a4d1fd8f9616a69909cec22531a01219e391bfe1df73a5151c872292fed1
20230203.0,1029175.8194033583,Main,CSI 300 Index,49a0a4d1fd8f9616a69909cec22531a01219e391bfe1df73a5151c872292fed1
20230206.0,1031028.3360669112,Main,CSI 300 Index,49a0a4d1fd8f9616a69909cec22531a01219e391bfe1df73a5151c872292fed1
20230207.0,1026472.2214478925,Main,CSI 300 Index,49a0a4d1fd8f9616a69909cec22531a01219e391bfe1df73a5151c872292fed1
20230208.0,1040250.5579286332,Main,CSI 300 Index,49a0a4d1fd8f9616a69909cec22531a01219e391bfe1df73a5151c872292fed1
20230209.0,1034069.3898168993,Main,CSI 300 Index,49a0a4d1fd8f9616a69909cec22531a01219e391bfe1df73a5151c872292fed1
20230210.0,1043453.5692572813,Main,CSI 300 Index,49a0a4d1fd8f9616a69909cec22531a01219e391bfe1df73a5151c872292fed1
20230213.0,1043885.5592307023,Main,CSI 300 Index,49a0a4d1fd8f9616a69909cec22531a01219e391bfe1df73a5151c872292fed1
20230214.0,1038445.8714879499,Main,CSI 300 Index,49a0a4d1fd8f9616a69909cec22531a01219e391bfe1df73a5151c872292fed1
20230215.0,1030840.2932529037,Main,CSI 300 Index,49a0a4d1fd8f9616a69909cec22531a01219e391bfe1df73a5151c872292fed1
20230216.0,1015987.9466780268,Main,CSI 300 Index,49a0a4d1fd8f9616a69909cec22531a01219e391bfe1df73a5151c872292fed1
20230217.0,1040914.1946404161,Main,CSI 300 Index,49a0a4d1fd8f9616a69909cec22531a01219e391bfe1df73a5151c872292fed1
20230220.0,1043649.7177333663,Main,CSI 300 Index,49a0a4d1fd8f9616a69909cec22531a01219e391bfe1df73a5151c872292fed1
20230221.0,1034230.7786664137,Main,CSI 300 Index,49a0a4d1fd8f9616a69909cec22531a01219e391bfe1df73a5151c872292fed1
20230222.0,1033398.223294016,Main,CSI 300 Index,49a0a4d1fd8f9616a69909cec22531a01219e391bfe1df73a5151c872292fed1
20230223.0,1022670.5163749212,Main,CSI 300 Index,49a0a4d1fd8f9616a69909cec22531a01219e391bfe1df73a5151c872292fed1
20230224.0,1018338.4840914091,Main,CSI 300 Index,49a0a4d1fd8f9616a69909cec22531a01219e391bfe1df73a5151c872292fed1
20230227.0,1024788.6397234276,Main,CSI 300 Index,49a0a4d1fd8f9616a69909cec22531a01219e391bfe1df73a5151c872292fed1
20230228.0,1039263.779286991,Main,CSI 300 Index,49a0a4d1fd8f9616a69909cec22531a01219e391bfe1df73a5151c872292fed1
20230301.0,1036946.2212456914,Main,CSI 300 Index,49a0a4d1fd8f9616a69909cec22531a01219e391bfe1df73a5151c872292fed1
20230302.0,1040173.1975385977,Main,CSI 300 Index,49a0a4d1fd8f9616a69909cec22531a01219e391bfe1df73a5151c872292fed1
20171206.0,1000000.0,Main,Baseline portfolio,49a0a4d1fd8f9616a69909cec22531a01219e391bfe1df73a5151c872292fed1
20171207.0,1009696.994006538,Main,Baseline portfolio,49a0a4d1fd8f9616a69909cec22531a01219e391bfe1df73a5151c872292fed1
20171208.0,1025822.6623056515,Main,Baseline portfolio,49a0a4d1fd8f9616a69909cec22531a01219e391bfe1df73a5151c872292fed1
20171211.0,1020926.9940052823,Main,Baseline portfolio,49a0a4d1fd8f9616a69909cec22531a01219e391bfe1df73a5151c872292fed1
20171212.0,1026262.5118936357,Main,Baseline portfolio,49a0a4d1fd8f9616a69909cec22531a01219e391bfe1df73a5151c872292fed1
20171213.0,1023945.4354669844,Main,Baseline portfolio,49a0a4d1fd8f9616a69909cec22531a01219e391bfe1df73a5151c872292fed1
20171214.0,1018292.4267106535,Main,Baseline portfolio,49a0a4d1fd8f9616a69909cec22531a01219e391bfe1df73a5151c872292fed1
20171215.0,1004179.4379052162,Main,Baseline portfolio,49a0a4d1fd8f9616a69909cec22531a01219e391bfe1df73a5151c872292fed1
20171218.0,1018759.6732317696,Main,Baseline portfolio,49a0a4d1fd8f9616a69909cec22531a01219e391bfe1df73a5151c872292fed1
20171219.0,1015502.675221601,Main,Baseline portfolio,49a0a4d1fd8f9616a69909cec22531a01219e391bfe1df73a5151c872292fed1
20171220.0,1020378.020298359,Main,Baseline portfolio,49a0a4d1fd8f9616a69909cec22531a01219e391bfe1df73a5151c872292fed1
20171221.0,1022994.8604442491,Main,Baseline portfolio,49a0a4d1fd8f9616a69909cec22531a01219e391bfe1df73a5151c872292fed1
20171222.0,1020866.4094531486,Main,Baseline portfolio,49a0a4d1fd8f9616a69909cec22531a01219e391bfe1df73a5151c872292fed1
20171225.0,1027603.8851589324,Main,Baseline portfolio,49a0a4d1fd8f9616a69909cec22531a01219e391bfe1df73a5151c872292fed1
20171226.0,1018376.8446891699,Main,Baseline portfolio,49a0a4d1fd8f9616a69909cec22531a01219e391bfe1df73a5151c872292fed1
20171227.0,1019094.4030485647,Main,Baseline portfolio,49a0a4d1fd8f9616a69909cec22531a01219e391bfe1df73a5151c872292fed1
20171228.0,1029762.8885978636,Main,Baseline portfolio,49a0a4d1fd8f9616a69909cec22531a01219e391bfe1df73a5151c872292fed1
20171229.0,1038587.9497873351,Main,Baseline portfolio,49a0a4d1fd8f9616a69909cec22531a01219e391bfe1df73a5151c872292fed1
20180102.0,1044782.552622604,Main,Baseline portfolio,49a0a4d1fd8f9616a69909cec22531a01219e391bfe1df73a5151c872292fed1
20180103.0,1058029.53663771,Main,Baseline portfolio,49a0a4d1fd8f9616a69909cec22531a01219e391bfe1df73a5151c872292fed1
20180104.0,1063146.0031010725,Main,Baseline portfolio,49a0a4d1fd8f9616a69909cec22531a01219e391bfe1df73a5151c872292fed1
20180105.0,1067172.054737806,Main,Baseline portfolio,49a0a4d1fd8f9616a69909cec22531a01219e391bfe1df73a5151c872292fed1
20180108.0,1065956.0953466112,Main,Baseline portfolio,49a0a4d1fd8f9616a69909cec22531a01219e391bfe1df73a5151c872292fed1
20180109.0,1060897.8913368941,Main,Baseline portfolio,49a0a4d1fd8f9616a69909cec22531a01219e391bfe1df73a5151c872292fed1
20180110.0,1059290.9205880007,Main,Baseline portfolio,49a0a4d1fd8f9616a69909cec22531a01219e391bfe1df73a5151c872292fed1
20180111.0,1055913.5712714102,Main,Baseline portfolio,49a0a4d1fd8f9616a69909cec22531a01219e391bfe1df73a5151c872292fed1
20180112.0,1040212.3225206428,Main,Baseline portfolio,49a0a4d1fd8f9616a69909cec22531a01219e391bfe1df73a5151c872292fed1
20180115.0,1044094.5406866815,Main,Baseline portfolio,49a0a4d1fd8f9616a69909cec22531a01219e391bfe1df73a5151c872292fed1
20180116.0,1048266.1700130225,Main,Baseline portfolio,49a0a4d1fd8f9616a69909cec22531a01219e391bfe1df73a5151c872292fed1
20180117.0,1059621.2585200195,Main,Baseline portfolio,49a0a4d1fd8f9616a69909cec22531a01219e391bfe1df73a5151c872292fed1
20180118.0,1062461.8262299553,Main,Baseline portfolio,49a0a4d1fd8f9616a69909cec22531a01219e391bfe1df73a5151c872292fed1
20180119.0,1075493.5634542506,Main,Baseline portfolio,49a0a4d1fd8f9616a69909cec22531a01219e391bfe1df73a5151c872292fed1
20180122.0,1085670.8499534065,Main,Baseline portfolio,49a0a4d1fd8f9616a69909cec22531a01219e391bfe1df73a5151c872292fed1
20180123.0,1089991.2468444607,Main,Baseline portfolio,49a0a4d1fd8f9616a69909cec22531a01219e391bfe1df73a5151c872292fed1
20180124.0,1091145.1885220215,Main,Baseline portfolio,49a0a4d1fd8f9616a69909cec22531a01219e391bfe1df73a5151c872292fed1
20180125.0,1093545.7091472037,Main,Baseline portfolio,49a0a4d1fd8f9616a69909cec22531a01219e391bfe1df73a5151c872292fed1
20180126.0,1089184.87358359,Main,Baseline portfolio,49a0a4d1fd8f9616a69909cec22531a01219e391bfe1df73a5151c872292fed1
20180129.0,1086232.117028073,Main,Baseline portfolio,49a0a4d1fd8f9616a69909cec22531a01219e391bfe1df73a5151c872292fed1
20180130.0,1077735.8807035394,Main,Baseline portfolio,49a0a4d1fd8f9616a69909cec22531a01219e391bfe1df73a5151c872292fed1
20180131.0,1054919.0679291296,Main,Baseline portfolio,49a0a4d1fd8f9616a69909cec22531a01219e391bfe1df73a5151c872292fed1
20180201.0,1075661.876145611,Main,Baseline portfolio,49a0a4d1fd8f9616a69909cec22531a01219e391bfe1df73a5151c872292fed1
20180202.0,1078752.0161893426,Main,Baseline portfolio,49a0a4d1fd8f9616a69909cec22531a01219e391bfe1df73a5151c872292fed1
20180205.0,1029674.3467658986,Main,Baseline portfolio,49a0a4d1fd8f9616a69909cec22531a01219e391bfe1df73a5151c872292fed1
20180206.0,1011822.9142176152,Main,Baseline portfolio,49a0a4d1fd8f9616a69909cec22531a01219e391bfe1df73a5151c872292fed1
20180207.0,1011943.139065647,Main,Baseline portfolio,49a0a4d1fd8f9616a69909cec22531a01219e391bfe1df73a5151c872292fed1
20180208.0,979103.370216034,Main,Baseline portfolio,49a0a4d1fd8f9616a69909cec22531a01219e391bfe1df73a5151c872292fed1
20180209.0,1006393.0941412882,Main,Baseline portfolio,49a0a4d1fd8f9616a69909cec22531a01219e391bfe1df73a5151c872292fed1
20180212.0,1012344.6332696903,Main,Baseline portfolio,49a0a4d1fd8f9616a69909cec22531a01219e391bfe1df73a5151c872292fed1
20180213.0,1017521.7266059222,Main,Baseline portfolio,49a0a4d1fd8f9616a69909cec22531a01219e391bfe1df73a5151c872292fed1
20180214.0,1030909.0228049485,Main,Baseline portfolio,49a0a4d1fd8f9616a69909cec22531a01219e391bfe1df73a5151c872292fed1
20180222.0,1044619.6108357148,Main,Baseline portfolio,49a0a4d1fd8f9616a69909cec22531a01219e391bfe1df73a5151c872292fed1
20180223.0,1068223.3424316403,Main,Baseline portfolio,49a0a4d1fd8f9616a69909cec22531a01219e391bfe1df73a5151c872292fed1
20180226.0,1062666.0689240193,Main,Baseline portfolio,49a0a4d1fd8f9616a69909cec22531a01219e391bfe1df73a5151c872292fed1
20180227.0,1062134.2013594138,Main,Baseline portfolio,49a0a4d1fd8f9616a69909cec22531a01219e391bfe1df73a5151c872292fed1
20180228.0,1070781.9909607354,Main,Baseline portfolio,49a0a4d1fd8f9616a69909cec22531a01219e391bfe1df73a5151c872292fed1
20180301.0,1063214.7974729626,Main,Baseline portfolio,49a0a4d1fd8f9616a69909cec22531a01219e391bfe1df73a5151c872292fed1
20180302.0,1064705.3935531776,Main,Baseline portfolio,49a0a4d1fd8f9616a69909cec22531a01219e391bfe1df73a5151c872292fed1
20180305.0,1079181.4675724527,Main,Baseline portfolio,49a0a4d1fd8f9616a69909cec22531a01219e391bfe1df73a5151c872292fed1
20180306.0,1077447.2068309179,Main,Baseline portfolio,49a0a4d1fd8f9616a69909cec22531a01219e391bfe1df73a5151c872292fed1
20180307.0,1084301.135801033,Main,Baseline portfolio,49a0a4d1fd8f9616a69909cec22531a01219e391bfe1df73a5151c872292fed1
20180308.0,1093130.4190885182,Main,Baseline portfolio,49a0a4d1fd8f9616a69909cec22531a01219e391bfe1df73a5151c872292fed1
20180309.0,1110075.823723234,Main,Baseline portfolio,49a0a4d1fd8f9616a69909cec22531a01219e391bfe1df73a5151c872292fed1
20180312.0,1103746.375636284,Main,Baseline portfolio,49a0a4d1fd8f9616a69909cec22531a01219e391bfe1df73a5151c872292fed1
20180313.0,1093420.4627422998,Main,Baseline portfolio,49a0a4d1fd8f9616a69909cec22531a01219e391bfe1df73a5151c872292fed1
20180314.0,1090707.8869446446,Main,Baseline portfolio,49a0a4d1fd8f9616a69909cec22531a01219e391bfe1df73a5151c872292fed1
20180315.0,1088092.8702179005,Main,Baseline portfolio,49a0a4d1fd8f9616a69909cec22531a01219e391bfe1df73a5151c872292fed1
20180316.0,1085749.7758087707,Main,Baseline portfolio,49a0a4d1fd8f9616a69909cec22531a01219e391bfe1df73a5151c872292fed1
20180319.0,1094013.9431521627,Main,Baseline portfolio,49a0a4d1fd8f9616a69909cec22531a01219e391bfe1df73a5151c872292fed1
20180320.0,1085852.6804924752,Main,Baseline portfolio,49a0a4d1fd8f9616a69909cec22531a01219e391bfe1df73a5151c872292fed1
20180321.0,1073984.3219660844,Main,Baseline portfolio,49a0a4d1fd8f9616a69909cec22531a01219e391bfe1df73a5151c872292fed1
20180322.0,1029001.1598846143,Main,Baseline portfolio,49a0a4d1fd8f9616a69909cec22531a01219e391bfe1df73a5151c872292fed1
20180323.0,1038622.5138378957,Main,Baseline portfolio,49a0a4d1fd8f9616a69909cec22531a01219e391bfe1df73a5151c872292fed1
20180326.0,1053770.3411738973,Main,Baseline portfolio,49a0a4d1fd8f9616a69909cec22531a01219e391bfe1df73a5151c872292fed1
20180327.0,1042134.4907566677,Main,Baseline portfolio,49a0a4d1fd8f9616a69909cec22531a01219e391bfe1df73a5151c872292fed1
20180328.0,1046819.6848360997,Main,Baseline portfolio,49a0a4d1fd8f9616a69909cec22531a01219e391bfe1df73a5151c872292fed1
20180329.0,1060199.353327016,Main,Baseline portfolio,49a0a4d1fd8f9616a69909cec22531a01219e391bfe1df73a5151c872292fed1
20180330.0,1062977.3149643212,Main,Baseline portfolio,49a0a4d1fd8f9616a69909cec22531a01219e391bfe1df73a5151c872292fed1
20180402.0,1058371.4688392163,Main,Baseline portfolio,49a0a4d1fd8f9616a69909cec22531a01219e391bfe1df73a5151c872292fed1
20180403.0,1050789.9591532757,Main,Baseline portfolio,49a0a4d1fd8f9616a69909cec22531a01219e391bfe1df73a5151c872292fed1
20180404.0,1057770.9595596595,Main,Baseline portfolio,49a0a4d1fd8f9616a69909cec22531a01219e391bfe1df73a5151c872292fed1
20180409.0,1061960.6666922674,Main,Baseline portfolio,49a0a4d1fd8f9616a69909cec22531a01219e391bfe1df73a5151c872292fed1
20180410.0,1068982.4075583653,Main,Baseline portfolio,49a0a4d1fd8f9616a69909cec22531a01219e391bfe1df73a5151c872292fed1
20180411.0,1070198.06143415,Main,Baseline portfolio,49a0a4d1fd8f9616a69909cec22531a01219e391bfe1df73a5151c872292fed1
20180412.0,1070833.740353851,Main,Baseline portfolio,49a0a4d1fd8f9616a69909cec22531a01219e391bfe1df73a5151c872292fed1
20180413.0,1064177.3884610932,Main,Baseline portfolio,49a0a4d1fd8f9616a69909cec22531a01219e391bfe1df73a5151c872292fed1
20180416.0,1051874.9231698508,Main,Baseline portfolio,49a0a4d1fd8f9616a69909cec22531a01219e391bfe1df73a5151c872292fed1
20180417.0,1058044.240171376,Main,Baseline portfolio,49a0a4d1fd8f9616a69909cec22531a01219e391bfe1df73a5151c872292fed1
20180418.0,1062620.060439527,Main,Baseline portfolio,49a0a4d1fd8f9616a69909cec22531a01219e391bfe1df73a5151c872292fed1
20180419.0,1045689.7206769544,Main,Baseline portfolio,49a0a4d1fd8f9616a69909cec22531a01219e391bfe1df73a5151c872292fed1
20180420.0,1041983.5217075673,Main,Baseline portfolio,49a0a4d1fd8f9616a69909cec22531a01219e391bfe1df73a5151c872292fed1
20180423.0,1062328.1326061145,Main,Baseline portfolio,49a0a4d1fd8f9616a69909cec22531a01219e391bfe1df73a5151c872292fed1
20180424.0,1064648.5149876052,Main,Baseline portfolio,49a0a4d1fd8f9616a69909cec22531a01219e391bfe1df73a5151c872292fed1
20180425.0,1051058.4813020306,Main,Baseline portfolio,49a0a4d1fd8f9616a69909cec22531a01219e391bfe1df73a5151c872292fed1
20180426.0,1053077.5477001376,Main,Baseline portfolio,49a0a4d1fd8f9616a69909cec22531a01219e391bfe1df73a5151c872292fed1
20180427.0,1057352.029413846,Main,Baseline portfolio,49a0a4d1fd8f9616a69909cec22531a01219e391bfe1df73a5151c872292fed1
20180502.0,1061369.5756910099,Main,Baseline portfolio,49a0a4d1fd8f9616a69909cec22531a01219e391bfe1df73a5151c872292fed1
20180503.0,1060235.1230147388,Main,Baseline portfolio,49a0a4d1fd8f9616a69909cec22531a01219e391bfe1df73a5151c872292fed1
20180504.0,1076312.2716982511,Main,Baseline portfolio,49a0a4d1fd8f9616a69909cec22531a01219e391bfe1df73a5151c872292fed1
20180507.0,1081202.340159117,Main,Baseline portfolio,49a0a4d1fd8f9616a69909cec22531a01219e391bfe1df73a5151c872292fed1
20180508.0,1077525.004637132,Main,Baseline portfolio,49a0a4d1fd8f9616a69909cec22531a01219e391bfe1df73a5151c872292fed1
20180509.0,1077495.2132572066,Main,Baseline portfolio,49a0a4d1fd8f9616a69909cec22531a01219e391bfe1df73a5151c872292fed1
20180510.0,1065345.1037245218,Main,Baseline portfolio,49a0a4d1fd8f9616a69909cec22531a01219e391bfe1df73a5151c872292fed1
20180511.0,1070811.6453020822,Main,Baseline portfolio,49a0a4d1fd8f9616a69909cec22531a01219e391bfe1df73a5151c872292fed1
20180514.0,1081024.380052896,Main,Baseline portfolio,49a0a4d1fd8f9616a69909cec22531a01219e391bfe1df73a5151c872292fed1
20180515.0,1081733.873994489,Main,Baseline portfolio,49a0a4d1fd8f9616a69909cec22531a01219e391bfe1df73a5151c872292fed1
20180516.0,1077196.0525076948,Main,Baseline portfolio,49a0a4d1fd8f9616a69909cec22531a01219e391bfe1df73a5151c872292fed1
20180517.0,1084862.0421418021,Main,Baseline portfolio,49a0a4d1fd8f9616a69909cec22531a01219e391bfe1df73a5151c872292fed1
20180518.0,1098619.2460603886,Main,Baseline portfolio,49a0a4d1fd8f9616a69909cec22531a01219e391bfe1df73a5151c872292fed1
20180521.0,1114900.4709764032,Main,Baseline portfolio,49a0a4d1fd8f9616a69909cec22531a01219e391bfe1df73a5151c872292fed1
20180522.0,1105306.6511963548,Main,Baseline portfolio,49a0a4d1fd8f9616a69909cec22531a01219e391bfe1df73a5151c872292fed1
20180523.0,1109014.3046891387,Main,Baseline portfolio,49a0a4d1fd8f9616a69909cec22531a01219e391bfe1df73a5151c872292fed1
20180524.0,1093677.4574278672,Main,Baseline portfolio,49a0a4d1fd8f9616a69909cec22531a01219e391bfe1df73a5151c872292fed1
20180525.0,1107034.0246411348,Main,Baseline portfolio,49a0a4d1fd8f9616a69909cec22531a01219e391bfe1df73a5151c872292fed1
20180528.0,1098016.1420158867,Main,Baseline portfolio,49a0a4d1fd8f9616a69909cec22531a01219e391bfe1df73a5151c872292fed1
20180529.0,1063367.3404503916,Main,Baseline portfolio,49a0a4d1fd8f9616a69909cec22531a01219e391bfe1df73a5151c872292fed1
20180530.0,1082804.564536687,Main,Baseline portfolio,49a0a4d1fd8f9616a69909cec22531a01219e391bfe1df73a5151c872292fed1
20180531.0,1072492.7255042742,Main,Baseline portfolio,49a0a4d1fd8f9616a69909cec22531a01219e391bfe1df73a5151c872292fed1
20180601.0,1064709.6236115163,Main,Baseline portfolio,49a0a4d1fd8f9616a69909cec22531a01219e391bfe1df73a5151c872292fed1
20180604.0,1100675.4860862603,Main,Baseline portfolio,49a0a4d1fd8f9616a69909cec22531a01219e391bfe1df73a5151c872292fed1
20180605.0,1101573.5166906216,Main,Baseline portfolio,49a0a4d1fd8f9616a69909cec22531a01219e391bfe1df73a5151c872292fed1
20180606.0,1107642.244053473,Main,Baseline portfolio,49a0a4d1fd8f9616a69909cec22531a01219e391bfe1df73a5151c872292fed1
20180607.0,1100798.994620363,Main,Baseline portfolio,49a0a4d1fd8f9616a69909cec22531a01219e391bfe1df73a5151c872292fed1
20180608.0,1105782.0598760194,Main,Baseline portfolio,49a0a4d1fd8f9616a69909cec22531a01219e391bfe1df73a5151c872292fed1
20180611.0,1120427.1140451217,Main,Baseline portfolio,49a0a4d1fd8f9616a69909cec22531a01219e391bfe1df73a5151c872292fed1
20180612.0,1098124.8572359022,Main,Baseline portfolio,49a0a4d1fd8f9616a69909cec22531a01219e391bfe1df73a5151c872292fed1
20180613.0,1089998.9643329838,Main,Baseline portfolio,49a0a4d1fd8f9616a69909cec22531a01219e391bfe1df73a5151c872292fed1
20180614.0,1072958.010963088,Main,Baseline portfolio,49a0a4d1fd8f9616a69909cec22531a01219e391bfe1df73a5151c872292fed1
20180615.0,1006784.0548148623,Main,Baseline portfolio,49a0a4d1fd8f9616a69909cec22531a01219e391bfe1df73a5151c872292fed1
20180619.0,1017789.5418976151,Main,Baseline portfolio,49a0a4d1fd8f9616a69909cec22531a01219e391bfe1df73a5151c872292fed1
20180620.0,1003905.9007492204,Main,Baseline portfolio,49a0a4d1fd8f9616a69909cec22531a01219e391bfe1df73a5151c872292fed1
20180621.0,1030157.9989203798,Main,Baseline portfolio,49a0a4d1fd8f9616a69909cec22531a01219e391bfe1df73a5151c872292fed1
20180622.0,1014346.661339417,Main,Baseline portfolio,49a0a4d1fd8f9616a69909cec22531a01219e391bfe1df73a5151c872292fed1
20180625.0,1017674.9826877539,Main,Baseline portfolio,49a0a4d1fd8f9616a69909cec22531a01219e391bfe1df73a5151c872292fed1
20180626.0,1015893.7698100742,Main,Baseline portfolio,49a0a4d1fd8f9616a69909cec22531a01219e391bfe1df73a5151c872292fed1
20180627.0,1000082.548006554,Main,Baseline portfolio,49a0a4d1fd8f9616a69909cec22531a01219e391bfe1df73a5151c872292fed1
20180628.0,1029390.0799933607,Main,Baseline portfolio,49a0a4d1fd8f9616a69909cec22531a01219e391bfe1df73a5151c872292fed1
20180629.0,1013945.5173898466,Main,Baseline portfolio,49a0a4d1fd8f9616a69909cec22531a01219e391bfe1df73a5151c872292fed1
20180702.0,1019928.8421117194,Main,Baseline portfolio,49a0a4d1fd8f9616a69909cec22531a01219e391bfe1df73a5151c872292fed1
20180703.0,1005861.6397076733,Main,Baseline portfolio,49a0a4d1fd8f9616a69909cec22531a01219e391bfe1df73a5151c872292fed1
20180704.0,982667.0101734615,Main,Baseline portfolio,49a0a4d1fd8f9616a69909cec22531a01219e391bfe1df73a5151c872292fed1
20180705.0,994604.273508713,Main,Baseline portfolio,49a0a4d1fd8f9616a69909cec22531a01219e391bfe1df73a5151c872292fed1
20180706.0,1032775.8120401469,Main,Baseline portfolio,49a0a4d1fd8f9616a69909cec22531a01219e391bfe1df73a5151c872292fed1
20180709.0,1036422.8201195487,Main,Baseline portfolio,49a0a4d1fd8f9616a69909cec22531a01219e391bfe1df73a5151c872292fed1
