qid_date,funds,market,strategy,source_signature
20230210.0,2862058.810003233,Main,NS 25%,16e3409dfe8376ad2b2c0d7cb75754fd7483db51a25d26a22e30f4ab745445d2
20230213.0,2841685.093491897,Main,NS 25%,16e3409dfe8376ad2b2c0d7cb75754fd7483db51a25d26a22e30f4ab745445d2
20230214.0,2841685.093491897,Main,NS 25%,16e3409dfe8376ad2b2c0d7cb75754fd7483db51a25d26a22e30f4ab745445d2
20230215.0,2748354.7300098436,Main,NS 25%,16e3409dfe8376ad2b2c0d7cb75754fd7483db51a25d26a22e30f4ab745445d2
20230216.0,2748354.7300098436,Main,NS 25%,16e3409dfe8376ad2b2c0d7cb75754fd7483db51a25d26a22e30f4ab745445d2
20230217.0,2748354.7300098436,Main,NS 25%,16e3409dfe8376ad2b2c0d7cb75754fd7483db51a25d26a22e30f4ab745445d2
20230220.0,2748354.7300098436,Main,NS 25%,16e3409dfe8376ad2b2c0d7cb75754fd7483db51a25d26a22e30f4ab745445d2
20230221.0,2746286.199850767,Main,NS 25%,16e3409dfe8376ad2b2c0d7cb75754fd7483db51a25d26a22e30f4ab745445d2
20230222.0,2741894.0290164584,Main,NS 25%,16e3409dfe8376ad2b2c0d7cb75754fd7483db51a25d26a22e30f4ab745445d2
20230223.0,2741894.0290164584,Main,NS 25%,16e3409dfe8376ad2b2c0d7cb75754fd7483db51a25d26a22e30f4ab745445d2
20230224.0,2741991.3316170494,Main,NS 25%,16e3409dfe8376ad2b2c0d7cb75754fd7483db51a25d26a22e30f4ab745445d2
20230227.0,2729701.54402805,Main,NS 25%,16e3409dfe8376ad2b2c0d7cb75754fd7483db51a25d26a22e30f4ab745445d2
20230228.0,2698092.8545242245,Main,NS 25%,16e3409dfe8376ad2b2c0d7cb75754fd7483db51a25d26a22e30f4ab745445d2
20230301.0,2727657.309123957,Main,NS 25%,16e3409dfe8376ad2b2c0d7cb75754fd7483db51a25d26a22e30f4ab745445d2
20230302.0,2733810.956427549,Main,NS 25%,16e3409dfe8376ad2b2c0d7cb75754fd7483db51a25d26a22e30f4ab745445d2
20230303.0,2733810.956427549,Main,NS 25%,16e3409dfe8376ad2b2c0d7cb75754fd7483db51a25d26a22e30f4ab745445d2
20211207.0,1000000.0,Main,NS 50%,16e3409dfe8376ad2b2c0d7cb75754fd7483db51a25d26a22e30f4ab745445d2
20211208.0,1010266.9268863647,Main,NS 50%,16e3409dfe8376ad2b2c0d7cb75754fd7483db51a25d26a22e30f4ab745445d2
20211209.0,1083487.42799086,Main,NS 50%,16e3409dfe8376ad2b2c0d7cb75754fd7483db51a25d26a22e30f4ab745445d2
20211210.0,1098296.1267137374,Main,NS 50%,16e3409dfe8376ad2b2c0d7cb75754fd7483db51a25d26a22e30f4ab745445d2
20211213.0,1098296.1267137374,Main,NS 50%,16e3409dfe8376ad2b2c0d7cb75754fd7483db51a25d26a22e30f4ab745445d2
20211214.0,1098296.1267137374,Main,NS 50%,16e3409dfe8376ad2b2c0d7cb75754fd7483db51a25d26a22e30f4ab745445d2
20211215.0,1098296.1267137374,Main,NS 50%,16e3409dfe8376ad2b2c0d7cb75754fd7483db51a25d26a22e30f4ab745445d2
20211216.0,1098296.1267137374,Main,NS 50%,16e3409dfe8376ad2b2c0d7cb75754fd7483db51a25d26a22e30f4ab745445d2
20211217.0,1090098.6441830525,Main,NS 50%,16e3409dfe8376ad2b2c0d7cb75754fd7483db51a25d26a22e30f4ab745445d2
20211220.0,1142815.8904095206,Main,NS 50%,16e3409dfe8376ad2b2c0d7cb75754fd7483db51a25d26a22e30f4ab745445d2
20211221.0,1131721.2995371516,Main,NS 50%,16e3409dfe8376ad2b2c0d7cb75754fd7483db51a25d26a22e30f4ab745445d2
20211222.0,1131721.2995371516,Main,NS 50%,16e3409dfe8376ad2b2c0d7cb75754fd7483db51a25d26a22e30f4ab745445d2
20211223.0,1242891.09440725,Main,NS 50%,16e3409dfe8376ad2b2c0d7cb75754fd7483db51a25d26a22e30f4ab745445d2
20211224.0,1321214.268441083,Main,NS 50%,16e3409dfe8376ad2b2c0d7cb75754fd7483db51a25d26a22e30f4ab745445d2
20211227.0,1282130.8731985472,Main,NS 50%,16e3409dfe8376ad2b2c0d7cb75754fd7483db51a25d26a22e30f4ab745445d2
20211228.0,1289961.5786102158,Main,NS 50%,16e3409dfe8376ad2b2c0d7cb75754fd7483db51a25d26a22e30f4ab745445d2
20211229.0,1307854.7659786625,Main,NS 50%,16e3409dfe8376ad2b2c0d7cb75754fd7483db51a25d26a22e30f4ab745445d2
20211230.0,1297214.2184183602,Main,NS 50%,16e3409dfe8376ad2b2c0d7cb75754fd7483db51a25d26a22e30f4ab745445d2
20211231.0,1297214.2184183602,Main,NS 50%,16e3409dfe8376ad2b2c0d7cb75754fd7483db51a25d26a22e30f4ab745445d2
20220104.0,1297214.2184183602,Main,NS 50%,16e3409dfe8376ad2b2c0d7cb75754fd7483db51a25d26a22e30f4ab745445d2
20220105.0,1297214.2184183602,Main,NS 50%,16e3409dfe8376ad2b2c0d7cb75754fd7483db51a25d26a22e30f4ab745445d2
20220106.0,1277321.6411510368,Main,NS 50%,16e3409dfe8376ad2b2c0d7cb75754fd7483db51a25d26a22e30f4ab745445d2
20220107.0,1323935.7777711118,Main,NS 50%,16e3409dfe8376ad2b2c0d7cb75754fd7483db51a25d26a22e30f4ab745445d2
20220110.0,1309161.9510646362,Main,NS 50%,16e3409dfe8376ad2b2c0d7cb75754fd7483db51a25d26a22e30f4ab745445d2
20220111.0,1325509.1866083927,Main,NS 50%,16e3409dfe8376ad2b2c0d7cb75754fd7483db51a25d26a22e30f4ab745445d2
20220112.0,1324904.649306899,Main,NS 50%,16e3409dfe8376ad2b2c0d7cb75754fd7483db51a25d26a22e30f4ab745445d2
20220113.0,1303487.6125814975,Main,NS 50%,16e3409dfe8376ad2b2c0d7cb75754fd7483db51a25d26a22e30f4ab745445d2
20220114.0,1303487.6125814975,Main,NS 50%,16e3409dfe8376ad2b2c0d7cb75754fd7483db51a25d26a22e30f4ab745445d2
20220117.0,1257046.194313454,Main,NS 50%,16e3409dfe8376ad2b2c0d7cb75754fd7483db51a25d26a22e30f4ab745445d2
20220118.0,1256371.1997548249,Main,NS 50%,16e3409dfe8376ad2b2c0d7cb75754fd7483db51a25d26a22e30f4ab745445d2
20220119.0,1226527.9197470837,Main,NS 50%,16e3409dfe8376ad2b2c0d7cb75754fd7483db51a25d26a22e30f4ab745445d2
20220120.0,1156223.7119185175,Main,NS 50%,16e3409dfe8376ad2b2c0d7cb75754fd7483db51a25d26a22e30f4ab745445d2
20220121.0,1156223.7119185175,Main,NS 50%,16e3409dfe8376ad2b2c0d7cb75754fd7483db51a25d26a22e30f4ab745445d2
20220124.0,1116270.6909134963,Main,NS 50%,16e3409dfe8376ad2b2c0d7cb75754fd7483db51a25d26a22e30f4ab745445d2
20220125.0,1112798.710917059,Main,NS 50%,16e3409dfe8376ad2b2c0d7cb75754fd7483db51a25d26a22e30f4ab745445d2
20220126.0,1112798.710917059,Main,NS 50%,16e3409dfe8376ad2b2c0d7cb75754fd7483db51a25d26a22e30f4ab745445d2
20220127.0,1112798.710917059,Main,NS 50%,16e3409dfe8376ad2b2c0d7cb75754fd7483db51a25d26a22e30f4ab745445d2
20220128.0,1131811.0968417325,Main,NS 50%,16e3409dfe8376ad2b2c0d7cb75754fd7483db51a25d26a22e30f4ab745445d2
20220207.0,1131811.0968417325,Main,NS 50%,16e3409dfe8376ad2b2c0d7cb75754fd7483db51a25d26a22e30f4ab745445d2
20220208.0,1155921.8622216112,Main,NS 50%,16e3409dfe8376ad2b2c0d7cb75754fd7483db51a25d26a22e30f4ab745445d2
20220209.0,1133997.0684585033,Main,NS 50%,16e3409dfe8376ad2b2c0d7cb75754fd7483db51a25d26a22e30f4ab745445d2
20220210.0,1117888.7654368714,Main,NS 50%,16e3409dfe8376ad2b2c0d7cb75754fd7483db51a25d26a22e30f4ab745445d2
20220216.0,1105302.9854061264,Main,NS 50%,16e3409dfe8376ad2b2c0d7cb75754fd7483db51a25d26a22e30f4ab745445d2
20220217.0,1105302.9854061264,Main,NS 50%,16e3409dfe8376ad2b2c0d7cb75754fd7483db51a25d26a22e30f4ab745445d2
20220218.0,1127591.383185903,Main,NS 50%,16e3409dfe8376ad2b2c0d7cb75754fd7483db51a25d26a22e30f4ab745445d2
20220221.0,1133985.90979264,Main,NS 50%,16e3409dfe8376ad2b2c0d7cb75754fd7483db51a25d26a22e30f4ab745445d2
20220222.0,1176554.7271218766,Main,NS 50%,16e3409dfe8376ad2b2c0d7cb75754fd7483db51a25d26a22e30f4ab745445d2
20220223.0,1141505.3357115453,Main,NS 50%,16e3409dfe8376ad2b2c0d7cb75754fd7483db51a25d26a22e30f4ab745445d2
20220224.0,1124362.2721289662,Main,NS 50%,16e3409dfe8376ad2b2c0d7cb75754fd7483db51a25d26a22e30f4ab745445d2
20220225.0,1119791.4223963076,Main,NS 50%,16e3409dfe8376ad2b2c0d7cb75754fd7483db51a25d26a22e30f4ab745445d2
20220228.0,1119791.4223963076,Main,NS 50%,16e3409dfe8376ad2b2c0d7cb75754fd7483db51a25d26a22e30f4ab745445d2
20220301.0,1113325.8995881598,Main,NS 50%,16e3409dfe8376ad2b2c0d7cb75754fd7483db51a25d26a22e30f4ab745445d2
20220302.0,1123649.7840420355,Main,NS 50%,16e3409dfe8376ad2b2c0d7cb75754fd7483db51a25d26a22e30f4ab745445d2
20220303.0,1123649.7840420355,Main,NS 50%,16e3409dfe8376ad2b2c0d7cb75754fd7483db51a25d26a22e30f4ab745445d2
20220304.0,1123649.7840420355,Main,NS 50%,16e3409dfe8376ad2b2c0d7cb75754fd7483db51a25d26a22e30f4ab745445d2
20220307.0,1152169.6061070147,Main,NS 50%,16e3409dfe8376ad2b2c0d7cb75754fd7483db51a25d26a22e30f4ab745445d2
20220308.0,1152169.6061070147,Main,NS 50%,16e3409dfe8376ad2b2c0d7cb75754fd7483db51a25d26a22e30f4ab745445d2
20220309.0,1152169.6061070147,Main,NS 50%,16e3409dfe8376ad2b2c0d7cb75754fd7483db51a25d26a22e30f4ab745445d2
20220310.0,1149793.249831367,Main,NS 50%,16e3409dfe8376ad2b2c0d7cb75754fd7483db51a25d26a22e30f4ab745445d2
20220311.0,1149793.249831367,Main,NS 50%,16e3409dfe8376ad2b2c0d7cb75754fd7483db51a25d26a22e30f4ab745445d2
20220314.0,1149793.249831367,Main,NS 50%,16e3409dfe8376ad2b2c0d7cb75754fd7483db51a25d26a22e30f4ab745445d2
20220315.0,1149793.249831367,Main,NS 50%,16e3409dfe8376ad2b2c0d7cb75754fd7483db51a25d26a22e30f4ab745445d2
20220316.0,1149793.249831367,Main,NS 50%,16e3409dfe8376ad2b2c0d7cb75754fd7483db51a25d26a22e30f4ab745445d2
20220317.0,1120020.928876907,Main,NS 50%,16e3409dfe8376ad2b2c0d7cb75754fd7483db51a25d26a22e30f4ab745445d2
20220318.0,1109579.7980097162,Main,NS 50%,16e3409dfe8376ad2b2c0d7cb75754fd7483db51a25d26a22e30f4ab745445d2
20220321.0,1102162.7478904384,Main,NS 50%,16e3409dfe8376ad2b2c0d7cb75754fd7483db51a25d26a22e30f4ab745445d2
20220322.0,1129452.5571450198,Main,NS 50%,16e3409dfe8376ad2b2c0d7cb75754fd7483db51a25d26a22e30f4ab745445d2
20220323.0,1129452.5571450198,Main,NS 50%,16e3409dfe8376ad2b2c0d7cb75754fd7483db51a25d26a22e30f4ab745445d2
20220324.0,1129452.5571450198,Main,NS 50%,16e3409dfe8376ad2b2c0d7cb75754fd7483db51a25d26a22e30f4ab745445d2
20220325.0,1129452.5571450198,Main,NS 50%,16e3409dfe8376ad2b2c0d7cb75754fd7483db51a25d26a22e30f4ab745445d2
20220328.0,1127922.9048526366,Main,NS 50%,16e3409dfe8376ad2b2c0d7cb75754fd7483db51a25d26a22e30f4ab745445d2
20220329.0,1184397.155040836,Main,NS 50%,16e3409dfe8376ad2b2c0d7cb75754fd7483db51a25d26a22e30f4ab745445d2
20220330.0,1135375.3745280374,Main,NS 50%,16e3409dfe8376ad2b2c0d7cb75754fd7483db51a25d26a22e30f4ab745445d2
20220331.0,1168901.0960756445,Main,NS 50%,16e3409dfe8376ad2b2c0d7cb75754fd7483db51a25d26a22e30f4ab745445d2
20220401.0,1168901.0960756445,Main,NS 50%,16e3409dfe8376ad2b2c0d7cb75754fd7483db51a25d26a22e30f4ab745445d2
20220406.0,1168901.0960756445,Main,NS 50%,16e3409dfe8376ad2b2c0d7cb75754fd7483db51a25d26a22e30f4ab745445d2
20220407.0,1142924.582181589,Main,NS 50%,16e3409dfe8376ad2b2c0d7cb75754fd7483db51a25d26a22e30f4ab745445d2
20220408.0,1088133.4730467654,Main,NS 50%,16e3409dfe8376ad2b2c0d7cb75754fd7483db51a25d26a22e30f4ab745445d2
20220411.0,1088133.4730467654,Main,NS 50%,16e3409dfe8376ad2b2c0d7cb75754fd7483db51a25d26a22e30f4ab745445d2
20220412.0,1103103.1265143258,Main,NS 50%,16e3409dfe8376ad2b2c0d7cb75754fd7483db51a25d26a22e30f4ab745445d2
20220413.0,1103103.1265143258,Main,NS 50%,16e3409dfe8376ad2b2c0d7cb75754fd7483db51a25d26a22e30f4ab745445d2
20220414.0,1103103.1265143258,Main,NS 50%,16e3409dfe8376ad2b2c0d7cb75754fd7483db51a25d26a22e30f4ab745445d2
20220415.0,1103103.1265143258,Main,NS 50%,16e3409dfe8376ad2b2c0d7cb75754fd7483db51a25d26a22e30f4ab745445d2
20220418.0,1093953.9120614023,Main,NS 50%,16e3409dfe8376ad2b2c0d7cb75754fd7483db51a25d26a22e30f4ab745445d2
20220419.0,1106029.1106110027,Main,NS 50%,16e3409dfe8376ad2b2c0d7cb75754fd7483db51a25d26a22e30f4ab745445d2
20220420.0,1106029.1106110027,Main,NS 50%,16e3409dfe8376ad2b2c0d7cb75754fd7483db51a25d26a22e30f4ab745445d2
20220421.0,1108921.2717307499,Main,NS 50%,16e3409dfe8376ad2b2c0d7cb75754fd7483db51a25d26a22e30f4ab745445d2
20220422.0,1055006.945498875,Main,NS 50%,16e3409dfe8376ad2b2c0d7cb75754fd7483db51a25d26a22e30f4ab745445d2
20220425.0,1038708.2969424604,Main,NS 50%,16e3409dfe8376ad2b2c0d7cb75754fd7483db51a25d26a22e30f4ab745445d2
20220426.0,1074014.344188334,Main,NS 50%,16e3409dfe8376ad2b2c0d7cb75754fd7483db51a25d26a22e30f4ab745445d2
20220427.0,1050345.1121914396,Main,NS 50%,16e3409dfe8376ad2b2c0d7cb75754fd7483db51a25d26a22e30f4ab745445d2
20220428.0,1050345.1121914396,Main,NS 50%,16e3409dfe8376ad2b2c0d7cb75754fd7483db51a25d26a22e30f4ab745445d2
20220429.0,1050345.1121914396,Main,NS 50%,16e3409dfe8376ad2b2c0d7cb75754fd7483db51a25d26a22e30f4ab745445d2
20220505.0,1056220.0644068914,Main,NS 50%,16e3409dfe8376ad2b2c0d7cb75754fd7483db51a25d26a22e30f4ab745445d2
20220506.0,1056220.0644068914,Main,NS 50%,16e3409dfe8376ad2b2c0d7cb75754fd7483db51a25d26a22e30f4ab745445d2
20220509.0,1048912.688805549,Main,NS 50%,16e3409dfe8376ad2b2c0d7cb75754fd7483db51a25d26a22e30f4ab745445d2
20220510.0,1152083.1047109668,Main,NS 50%,16e3409dfe8376ad2b2c0d7cb75754fd7483db51a25d26a22e30f4ab745445d2
20220511.0,1160497.3481594203,Main,NS 50%,16e3409dfe8376ad2b2c0d7cb75754fd7483db51a25d26a22e30f4ab745445d2
20220512.0,1148221.922474931,Main,NS 50%,16e3409dfe8376ad2b2c0d7cb75754fd7483db51a25d26a22e30f4ab745445d2
20220513.0,1141013.2072674525,Main,NS 50%,16e3409dfe8376ad2b2c0d7cb75754fd7483db51a25d26a22e30f4ab745445d2
20220516.0,1141013.2072674525,Main,NS 50%,16e3409dfe8376ad2b2c0d7cb75754fd7483db51a25d26a22e30f4ab745445d2
20220517.0,1195578.7555272859,Main,NS 50%,16e3409dfe8376ad2b2c0d7cb75754fd7483db51a25d26a22e30f4ab745445d2
20220518.0,1191895.6823704166,Main,NS 50%,16e3409dfe8376ad2b2c0d7cb75754fd7483db51a25d26a22e30f4ab745445d2
20220519.0,1217617.2054752875,Main,NS 50%,16e3409dfe8376ad2b2c0d7cb75754fd7483db51a25d26a22e30f4ab745445d2
20220520.0,1207447.6156794636,Main,NS 50%,16e3409dfe8376ad2b2c0d7cb75754fd7483db51a25d26a22e30f4ab745445d2
20220523.0,1207447.6156794636,Main,NS 50%,16e3409dfe8376ad2b2c0d7cb75754fd7483db51a25d26a22e30f4ab745445d2
20220524.0,1207447.6156794636,Main,NS 50%,16e3409dfe8376ad2b2c0d7cb75754fd7483db51a25d26a22e30f4ab745445d2
20220525.0,1207447.6156794636,Main,NS 50%,16e3409dfe8376ad2b2c0d7cb75754fd7483db51a25d26a22e30f4ab745445d2
20220526.0,1207447.6156794636,Main,NS 50%,16e3409dfe8376ad2b2c0d7cb75754fd7483db51a25d26a22e30f4ab745445d2
20220527.0,1207447.6156794636,Main,NS 50%,16e3409dfe8376ad2b2c0d7cb75754fd7483db51a25d26a22e30f4ab745445d2
20220530.0,1207447.6156794636,Main,NS 50%,16e3409dfe8376ad2b2c0d7cb75754fd7483db51a25d26a22e30f4ab745445d2
20220531.0,1207447.6156794636,Main,NS 50%,16e3409dfe8376ad2b2c0d7cb75754fd7483db51a25d26a22e30f4ab745445d2
20220601.0,1207447.6156794636,Main,NS 50%,16e3409dfe8376ad2b2c0d7cb75754fd7483db51a25d26a22e30f4ab745445d2
20220602.0,1245477.4324621847,Main,NS 50%,16e3409dfe8376ad2b2c0d7cb75754fd7483db51a25d26a22e30f4ab745445d2
20220606.0,1277350.0703380886,Main,NS 50%,16e3409dfe8376ad2b2c0d7cb75754fd7483db51a25d26a22e30f4ab745445d2
20220607.0,1287490.6764912663,Main,NS 50%,16e3409dfe8376ad2b2c0d7cb75754fd7483db51a25d26a22e30f4ab745445d2
20220608.0,1287490.6764912663,Main,NS 50%,16e3409dfe8376ad2b2c0d7cb75754fd7483db51a25d26a22e30f4ab745445d2
20220609.0,1283424.8763299654,Main,NS 50%,16e3409dfe8376ad2b2c0d7cb75754fd7483db51a25d26a22e30f4ab745445d2
20220610.0,1372256.8205653685,Main,NS 50%,16e3409dfe8376ad2b2c0d7cb75754fd7483db51a25d26a22e30f4ab745445d2
20220613.0,1372256.8205653685,Main,NS 50%,16e3409dfe8376ad2b2c0d7cb75754fd7483db51a25d26a22e30f4ab745445d2
20220614.0,1362778.2461507085,Main,NS 50%,16e3409dfe8376ad2b2c0d7cb75754fd7483db51a25d26a22e30f4ab745445d2
20220615.0,1417059.96135896,Main,NS 50%,16e3409dfe8376ad2b2c0d7cb75754fd7483db51a25d26a22e30f4ab745445d2
20220616.0,1410437.798225484,Main,NS 50%,16e3409dfe8376ad2b2c0d7cb75754fd7483db51a25d26a22e30f4ab745445d2
20220617.0,1410437.798225484,Main,NS 50%,16e3409dfe8376ad2b2c0d7cb75754fd7483db51a25d26a22e30f4ab745445d2
20220620.0,1410437.798225484,Main,NS 50%,16e3409dfe8376ad2b2c0d7cb75754fd7483db51a25d26a22e30f4ab745445d2
20220621.0,1410437.798225484,Main,NS 50%,16e3409dfe8376ad2b2c0d7cb75754fd7483db51a25d26a22e30f4ab745445d2
20220622.0,1417229.7646695878,Main,NS 50%,16e3409dfe8376ad2b2c0d7cb75754fd7483db51a25d26a22e30f4ab745445d2
20220623.0,1449312.9931193925,Main,NS 50%,16e3409dfe8376ad2b2c0d7cb75754fd7483db51a25d26a22e30f4ab745445d2
20220624.0,1449312.9931193925,Main,NS 50%,16e3409dfe8376ad2b2c0d7cb75754fd7483db51a25d26a22e30f4ab745445d2
20220627.0,1449312.9931193925,Main,NS 50%,16e3409dfe8376ad2b2c0d7cb75754fd7483db51a25d26a22e30f4ab745445d2
20220628.0,1449312.9931193925,Main,NS 50%,16e3409dfe8376ad2b2c0d7cb75754fd7483db51a25d26a22e30f4ab745445d2
20220629.0,1371690.6310015642,Main,NS 50%,16e3409dfe8376ad2b2c0d7cb75754fd7483db51a25d26a22e30f4ab745445d2
20220630.0,1375779.463299695,Main,NS 50%,16e3409dfe8376ad2b2c0d7cb75754fd7483db51a25d26a22e30f4ab745445d2
20220701.0,1432681.236888461,Main,NS 50%,16e3409dfe8376ad2b2c0d7cb75754fd7483db51a25d26a22e30f4ab745445d2
20220704.0,1412779.0918041705,Main,NS 50%,16e3409dfe8376ad2b2c0d7cb75754fd7483db51a25d26a22e30f4ab745445d2
20220705.0,1442383.801187657,Main,NS 50%,16e3409dfe8376ad2b2c0d7cb75754fd7483db51a25d26a22e30f4ab745445d2
20220706.0,1397211.5922431862,Main,NS 50%,16e3409dfe8376ad2b2c0d7cb75754fd7483db51a25d26a22e30f4ab745445d2
20220707.0,1397211.5922431862,Main,NS 50%,16e3409dfe8376ad2b2c0d7cb75754fd7483db51a25d26a22e30f4ab745445d2
20220708.0,1416735.2589427873,Main,NS 50%,16e3409dfe8376ad2b2c0d7cb75754fd7483db51a25d26a22e30f4ab745445d2
20220711.0,1413366.5941194277,Main,NS 50%,16e3409dfe8376ad2b2c0d7cb75754fd7483db51a25d26a22e30f4ab745445d2
20220712.0,1477914.9500944065,Main,NS 50%,16e3409dfe8376ad2b2c0d7cb75754fd7483db51a25d26a22e30f4ab745445d2
20220713.0,1542279.9458649654,Main,NS 50%,16e3409dfe8376ad2b2c0d7cb75754fd7483db51a25d26a22e30f4ab745445d2
20220714.0,1542279.9458649654,Main,NS 50%,16e3409dfe8376ad2b2c0d7cb75754fd7483db51a25d26a22e30f4ab745445d2
20220715.0,1542279.9458649654,Main,NS 50%,16e3409dfe8376ad2b2c0d7cb75754fd7483db51a25d26a22e30f4ab745445d2
20220718.0,1591124.8944631533,Main,NS 50%,16e3409dfe8376ad2b2c0d7cb75754fd7483db51a25d26a22e30f4ab745445d2
20220719.0,1591124.8944631533,Main,NS 50%,16e3409dfe8376ad2b2c0d7cb75754fd7483db51a25d26a22e30f4ab745445d2
20220720.0,1586668.3043749006,Main,NS 50%,16e3409dfe8376ad2b2c0d7cb75754fd7483db51a25d26a22e30f4ab745445d2
20220721.0,1572066.8111026017,Main,NS 50%,16e3409dfe8376ad2b2c0d7cb75754fd7483db51a25d26a22e30f4ab745445d2
20220722.0,1572066.8111026017,Main,NS 50%,16e3409dfe8376ad2b2c0d7cb75754fd7483db51a25d26a22e30f4ab745445d2
20220725.0,1572066.8111026017,Main,NS 50%,16e3409dfe8376ad2b2c0d7cb75754fd7483db51a25d26a22e30f4ab745445d2
20220726.0,1679002.1768163831,Main,NS 50%,16e3409dfe8376ad2b2c0d7cb75754fd7483db51a25d26a22e30f4ab745445d2
20220727.0,1652710.0045937712,Main,NS 50%,16e3409dfe8376ad2b2c0d7cb75754fd7483db51a25d26a22e30f4ab745445d2
20220728.0,1652710.0045937712,Main,NS 50%,16e3409dfe8376ad2b2c0d7cb75754fd7483db51a25d26a22e30f4ab745445d2
20220729.0,1814887.483918873,Main,NS 50%,16e3409dfe8376ad2b2c0d7cb75754fd7483db51a25d26a22e30f4ab745445d2
20220801.0,1814887.483918873,Main,NS 50%,16e3409dfe8376ad2b2c0d7cb75754fd7483db51a25d26a22e30f4ab745445d2
20220802.0,1823778.1265424246,Main,NS 50%,16e3409dfe8376ad2b2c0d7cb75754fd7483db51a25d26a22e30f4ab745445d2
20220803.0,1823778.1265424246,Main,NS 50%,16e3409dfe8376ad2b2c0d7cb75754fd7483db51a25d26a22e30f4ab745445d2
20220804.0,1823778.1265424246,Main,NS 50%,16e3409dfe8376ad2b2c0d7cb75754fd7483db51a25d26a22e30f4ab745445d2
20220805.0,1857079.8254044876,Main,NS 50%,16e3409dfe8376ad2b2c0d7cb75754fd7483db51a25d26a22e30f4ab745445d2
20220808.0,1840792.8275290588,Main,NS 50%,16e3409dfe8376ad2b2c0d7cb75754fd7483db51a25d26a22e30f4ab745445d2
20220809.0,1795544.7629928554,Main,NS 50%,16e3409dfe8376ad2b2c0d7cb75754fd7483db51a25d26a22e30f4ab745445d2
20220810.0,1795544.7629928554,Main,NS 50%,16e3409dfe8376ad2b2c0d7cb75754fd7483db51a25d26a22e30f4ab745445d2
20220811.0,1795544.7629928554,Main,NS 50%,16e3409dfe8376ad2b2c0d7cb75754fd7483db51a25d26a22e30f4ab745445d2
20220812.0,1826074.440454282,Main,NS 50%,16e3409dfe8376ad2b2c0d7cb75754fd7483db51a25d26a22e30f4ab745445d2
20220815.0,1820447.3210971658,Main,NS 50%,16e3409dfe8376ad2b2c0d7cb75754fd7483db51a25d26a22e30f4ab745445d2
20220816.0,1820447.3210971658,Main,NS 50%,16e3409dfe8376ad2b2c0d7cb75754fd7483db51a25d26a22e30f4ab745445d2
20220817.0,1820447.3210971658,Main,NS 50%,16e3409dfe8376ad2b2c0d7cb75754fd7483db51a25d26a22e30f4ab745445d2
20220818.0,1820447.3210971658,Main,NS 50%,16e3409dfe8376ad2b2c0d7cb75754fd7483db51a25d26a22e30f4ab745445d2
20220819.0,1847948.9063066598,Main,NS 50%,16e3409dfe8376ad2b2c0d7cb75754fd7483db51a25d26a22e30f4ab745445d2
20220822.0,1847948.9063066598,Main,NS 50%,16e3409dfe8376ad2b2c0d7cb75754fd7483db51a25d26a22e30f4ab745445d2
20220823.0,1795612.7621503423,Main,NS 50%,16e3409dfe8376ad2b2c0d7cb75754fd7483db51a25d26a22e30f4ab745445d2
20220824.0,1849457.5581487555,Main,NS 50%,16e3409dfe8376ad2b2c0d7cb75754fd7483db51a25d26a22e30f4ab745445d2
20220825.0,1849457.5581487555,Main,NS 50%,16e3409dfe8376ad2b2c0d7cb75754fd7483db51a25d26a22e30f4ab745445d2
20220826.0,1849457.5581487555,Main,NS 50%,16e3409dfe8376ad2b2c0d7cb75754fd7483db51a25d26a22e30f4ab745445d2
20220829.0,1828934.5092454734,Main,NS 50%,16e3409dfe8376ad2b2c0d7cb75754fd7483db51a25d26a22e30f4ab745445d2
20220830.0,1828934.5092454734,Main,NS 50%,16e3409dfe8376ad2b2c0d7cb75754fd7483db51a25d26a22e30f4ab745445d2
20220831.0,1745337.3796659664,Main,NS 50%,16e3409dfe8376ad2b2c0d7cb75754fd7483db51a25d26a22e30f4ab745445d2
20220901.0,1745337.3796659664,Main,NS 50%,16e3409dfe8376ad2b2c0d7cb75754fd7483db51a25d26a22e30f4ab745445d2
20220902.0,1745337.3796659664,Main,NS 50%,16e3409dfe8376ad2b2c0d7cb75754fd7483db51a25d26a22e30f4ab745445d2
20220905.0,1745337.3796659664,Main,NS 50%,16e3409dfe8376ad2b2c0d7cb75754fd7483db51a25d26a22e30f4ab745445d2
20220906.0,1745337.3796659664,Main,NS 50%,16e3409dfe8376ad2b2c0d7cb75754fd7483db51a25d26a22e30f4ab745445d2
20220907.0,1751563.170773209,Main,NS 50%,16e3409dfe8376ad2b2c0d7cb75754fd7483db51a25d26a22e30f4ab745445d2
20220908.0,1751563.170773209,Main,NS 50%,16e3409dfe8376ad2b2c0d7cb75754fd7483db51a25d26a22e30f4ab745445d2
20220909.0,1751563.170773209,Main,NS 50%,16e3409dfe8376ad2b2c0d7cb75754fd7483db51a25d26a22e30f4ab745445d2
20220913.0,1709377.1242160143,Main,NS 50%,16e3409dfe8376ad2b2c0d7cb75754fd7483db51a25d26a22e30f4ab745445d2
20220914.0,1675376.850427185,Main,NS 50%,16e3409dfe8376ad2b2c0d7cb75754fd7483db51a25d26a22e30f4ab745445d2
20220915.0,1639305.2125345136,Main,NS 50%,16e3409dfe8376ad2b2c0d7cb75754fd7483db51a25d26a22e30f4ab745445d2
