market,sampling_rate,sampling_label,model,seed,ARR,dqn_seed,source,source_signature
Main,0.8,80%,LambdaRank,70,0.19212097998862232,,,a52e50841332670b58272f65f9c33b06aad47f85df3f3681bdf46581f758cb95
Main,0.8,80%,LambdaRank,81,1.3388837234479603,,,a52e50841332670b58272f65f9c33b06aad47f85df3f3681bdf46581f758cb95
Main,0.8,80%,LambdaRank,95,1.3004388554021187,,,a52e50841332670b58272f65f9c33b06aad47f85df3f3681bdf46581f758cb95
Main,0.8,80%,LambdaRank,99,0.7456560909129144,,,a52e50841332670b58272f65f9c33b06aad47f85df3f3681bdf46581f758cb95
Main,0.8,80%,LambdaRank,100,1.1943206706447644,,,a52e50841332670b58272f65f9c33b06aad47f85df3f3681bdf46581f758cb95
Main,0.8,80%,LambdaRank,101,1.5338668290381507,,,a52e50841332670b58272f65f9c33b06aad47f85df3f3681bdf46581f758cb95
Main,0.8,80%,LambdaMART,20,1.2904331545101622,,,a52e50841332670b58272f65f9c33b06aad47f85df3f3681bdf46581f758cb95
Main,0.8,80%,LTR-DQN,20,1.6845528090254822,327812728.0,,a52e50841332670b58272f65f9c33b06aad47f85df3f3681bdf46581f758cb95
Main,0.8,80%,LambdaMART,27,1.0477606176012748,,,a52e50841332670b58272f65f9c33b06aad47f85df3f3681bdf46581f758cb95
Main,0.8,80%,LTR-DQN,27,1.4730791832950083,638516930.0,,a52e50841332670b58272f65f9c33b06aad47f85df3f3681bdf46581f758cb95
Main,0.8,80%,LambdaMART,40,0.7010690068275425,,,a52e50841332670b58272f65f9c33b06aad47f85df3f3681bdf46581f758cb95
Main,0.8,80%,LTR-DQN,40,1.3970023708175683,2017324498.0,,a52e50841332670b58272f65f9c33b06aad47f85df3f3681bdf46581f758cb95
Main,0.8,80%,LambdaMART,54,-0.18528260357959203,,,a52e50841332670b58272f65f9c33b06aad47f85df3f3681bdf46581f758cb95
Main,0.8,80%,LTR-DQN,54,0.12644291259669038,1933412357.0,,a52e50841332670b58272f65f9c33b06aad47f85df3f3681bdf46581f758cb95
Main,0.8,80%,LambdaMART,71,1.5172826238259782,,,a52e50841332670b58272f65f9c33b06aad47f85df3f3681bdf46581f758cb95
Main,0.8,80%,LTR-DQN,71,2.0172778052642824,1920267035.0,,a52e50841332670b58272f65f9c33b06aad47f85df3f3681bdf46581f758cb95
Main,0.8,80%,LambdaMART,114,1.3037536082574048,,,a52e50841332670b58272f65f9c33b06aad47f85df3f3681bdf46581f758cb95
Main,0.8,80%,LTR-DQN,114,1.649935037755133,360715776.0,,a52e50841332670b58272f65f9c33b06aad47f85df3f3681bdf46581f758cb95
Main,0.8,80%,LambdaMART,132,0.8745332463589688,,,a52e50841332670b58272f65f9c33b06aad47f85df3f3681bdf46581f758cb95
Main,0.8,80%,LTR-DQN,132,1.7311336028759907,1260086534.0,,a52e50841332670b58272f65f9c33b06aad47f85df3f3681bdf46581f758cb95
Main,0.8,80%,LambdaMART,140,1.3976453675989053,,,a52e50841332670b58272f65f9c33b06aad47f85df3f3681bdf46581f758cb95
Main,0.8,80%,LTR-DQN,140,3.04180523938314,1152516921.0,,a52e50841332670b58272f65f9c33b06aad47f85df3f3681bdf46581f758cb95
Main,0.8,80%,LambdaMART,148,2.2068718596263284,,,a52e50841332670b58272f65f9c33b06aad47f85df3f3681bdf46581f758cb95
Main,0.8,80%,LTR-DQN,148,3.005517290874212,1816851658.0,,a52e50841332670b58272f65f9c33b06aad47f85df3f3681bdf46581f758cb95
Main,0.8,80%,LambdaMART,150,3.6200297915488306,,,a52e50841332670b58272f65f9c33b06aad47f85df3f3681bdf46581f758cb95
Main,0.8,80%,LTR-DQN,150,5.869019414796322,343958328.0,,a52e50841332670b58272f65f9c33b06aad47f85df3f3681bdf46581f758cb95
Main,0.8,80%,LambdaMART,155,0.11493342933264272,,,a52e50841332670b58272f65f9c33b06aad47f85df3f3681bdf46581f758cb95
Main,0.8,80%,LTR-DQN,155,0.5223162807396537,565272497.0,,a52e50841332670b58272f65f9c33b06aad47f85df3f3681bdf46581f758cb95
Main,0.8,80%,LambdaMART,161,0.7604948567709626,,,a52e50841332670b58272f65f9c33b06aad47f85df3f3681bdf46581f758cb95
Main,0.8,80%,LTR-DQN,161,1.328550725241462,382592157.0,,a52e50841332670b58272f65f9c33b06aad47f85df3f3681bdf46581f758cb95
Main,0.8,80%,LambdaMART,167,0.4564910755543896,,,a52e50841332670b58272f65f9c33b06aad47f85df3f3681bdf46581f758cb95
Main,0.8,80%,LTR-DQN,167,0.4559801211726986,46084156.0,,a52e50841332670b58272f65f9c33b06aad47f85df3f3681bdf46581f758cb95
Main,0.8,80%,LambdaMART,180,1.3420303538047285,,,a52e50841332670b58272f65f9c33b06aad47f85df3f3681bdf46581f758cb95
Main,0.8,80%,LTR-DQN,180,1.72874523114587,1217089870.0,,a52e50841332670b58272f65f9c33b06aad47f85df3f3681bdf46581f758cb95
Main,0.8,80%,LambdaMART,181,0.5551199160220883,,,a52e50841332670b58272f65f9c33b06aad47f85df3f3681bdf46581f758cb95
Main,0.8,80%,LTR-DQN,181,1.1603956014395402,520837481.0,,a52e50841332670b58272f65f9c33b06aad47f85df3f3681bdf46581f758cb95
Main,0.8,80%,LambdaMART,197,1.7641744108686432,,,a52e50841332670b58272f65f9c33b06aad47f85df3f3681bdf46581f758cb95
Main,0.8,80%,LTR-DQN,197,2.822176702334849,530486995.0,,a52e50841332670b58272f65f9c33b06aad47f85df3f3681bdf46581f758cb95
Main,0.8,80%,LambdaMART,203,1.9550320927519773,,,a52e50841332670b58272f65f9c33b06aad47f85df3f3681bdf46581f758cb95
Main,0.8,80%,LTR-DQN,203,2.569352132419877,2124231360.0,,a52e50841332670b58272f65f9c33b06aad47f85df3f3681bdf46581f758cb95
Main,0.8,80%,LambdaMART,204,0.26563927669796006,,,a52e50841332670b58272f65f9c33b06aad47f85df3f3681bdf46581f758cb95
Main,0.8,80%,LTR-DQN,204,1.429830152860391,1556872554.0,,a52e50841332670b58272f65f9c33b06aad47f85df3f3681bdf46581f758cb95
Main,0.8,80%,LambdaMART,222,1.0325915132663552,,,a52e50841332670b58272f65f9c33b06aad47f85df3f3681bdf46581f758cb95
Main,0.8,80%,LTR-DQN,222,1.5482760268104276,173371597.0,,a52e50841332670b58272f65f9c33b06aad47f85df3f3681bdf46581f758cb95
Main,0.8,80%,LambdaMART,227,0.43976960607765236,,,a52e50841332670b58272f65f9c33b06aad47f85df3f3681bdf46581f758cb95
Main,0.8,80%,LTR-DQN,227,0.8775741761802236,65316188.0,,a52e50841332670b58272f65f9c33b06aad47f85df3f3681bdf46581f758cb95
Main,0.9,90%,LambdaRank,2,0.9529402154362967,,,a52e50841332670b58272f65f9c33b06aad47f85df3f3681bdf46581f758cb95
Main,0.9,90%,LambdaRank,18,0.95943531438752,,,a52e50841332670b58272f65f9c33b06aad47f85df3f3681bdf46581f758cb95
Main,0.9,90%,LambdaRank,23,1.9336388260386985,,,a52e50841332670b58272f65f9c33b06aad47f85df3f3681bdf46581f758cb95
Main,0.9,90%,LambdaRank,28,0.10404457049573534,,,a52e50841332670b58272f65f9c33b06aad47f85df3f3681bdf46581f758cb95
Main,0.9,90%,LambdaRank,36,0.4812899251467153,,,a52e50841332670b58272f65f9c33b06aad47f85df3f3681bdf46581f758cb95
Main,0.9,90%,LambdaRank,62,1.1498928921305152,,,a52e50841332670b58272f65f9c33b06aad47f85df3f3681bdf46581f758cb95
Main,0.9,90%,LambdaRank,72,1.275744159019423,,,a52e50841332670b58272f65f9c33b06aad47f85df3f3681bdf46581f758cb95
Main,0.9,90%,LambdaRank,79,0.8802654594309023,,,a52e50841332670b58272f65f9c33b06aad47f85df3f3681bdf46581f758cb95
Main,0.9,90%,LambdaRank,82,1.0935649170189907,,,a52e50841332670b58272f65f9c33b06aad47f85df3f3681bdf46581f758cb95
Main,0.9,90%,LambdaRank,84,1.1276879483957916,,,a52e50841332670b58272f65f9c33b06aad47f85df3f3681bdf46581f758cb95
Main,0.9,90%,LambdaRank,99,0.5219206721023881,,,a52e50841332670b58272f65f9c33b06aad47f85df3f3681bdf46581f758cb95
Main,0.9,90%,LambdaRank,104,0.45709983277823163,,,a52e50841332670b58272f65f9c33b06aad47f85df3f3681bdf46581f758cb95
Main,0.9,90%,LambdaRank,109,1.4320811532590585,,,a52e50841332670b58272f65f9c33b06aad47f85df3f3681bdf46581f758cb95
Main,0.9,90%,LambdaRank,110,-0.009144637239378195,,,a52e50841332670b58272f65f9c33b06aad47f85df3f3681bdf46581f758cb95
Main,0.9,90%,LambdaRank,123,1.2296689963914678,,,a52e50841332670b58272f65f9c33b06aad47f85df3f3681bdf46581f758cb95
Main,0.9,90%,LambdaRank,125,1.4425342507150183,,,a52e50841332670b58272f65f9c33b06aad47f85df3f3681bdf46581f758cb95
Main,0.9,90%,LambdaRank,129,0.9616684132390096,,,a52e50841332670b58272f65f9c33b06aad47f85df3f3681bdf46581f758cb95
Main,0.9,90%,LambdaRank,131,2.1626331530865954,,,a52e50841332670b58272f65f9c33b06aad47f85df3f3681bdf46581f758cb95
Main,0.9,90%,LambdaRank,137,1.0132801618090492,,,a52e50841332670b58272f65f9c33b06aad47f85df3f3681bdf46581f758cb95
Main,0.9,90%,LambdaRank,144,1.8090696850511212,,,a52e50841332670b58272f65f9c33b06aad47f85df3f3681bdf46581f758cb95
Main,0.9,90%,LambdaMART,36,0.8996723457522022,,,a52e50841332670b58272f65f9c33b06aad47f85df3f3681bdf46581f758cb95
Main,0.9,90%,LTR-DQN,36,1.8383152107883416,1284621583.0,,a52e50841332670b58272f65f9c33b06aad47f85df3f3681bdf46581f758cb95
Main,0.9,90%,LambdaMART,132,1.6660243415169522,,,a52e50841332670b58272f65f9c33b06aad47f85df3f3681bdf46581f758cb95
Main,0.9,90%,LTR-DQN,132,2.7687908368690044,952962062.0,,a52e50841332670b58272f65f9c33b06aad47f85df3f3681bdf46581f758cb95
Main,0.9,90%,LambdaMART,142,0.7756433204787347,,,a52e50841332670b58272f65f9c33b06aad47f85df3f3681bdf46581f758cb95
Main,0.9,90%,LTR-DQN,142,1.6532258328405502,1084436676.0,,a52e50841332670b58272f65f9c33b06aad47f85df3f3681bdf46581f758cb95
Main,0.9,90%,LambdaMART,193,2.126149877529891,,,a52e50841332670b58272f65f9c33b06aad47f85df3f3681bdf46581f758cb95
Main,0.9,90%,LTR-DQN,193,2.8462972480095936,1750704041.0,,a52e50841332670b58272f65f9c33b06aad47f85df3f3681bdf46581f758cb95
Main,0.9,90%,LambdaMART,197,2.3363254393756723,,,a52e50841332670b58272f65f9c33b06aad47f85df3f3681bdf46581f758cb95
Main,0.9,90%,LTR-DQN,197,2.3368029205030916,840847168.0,,a52e50841332670b58272f65f9c33b06aad47f85df3f3681bdf46581f758cb95
Main,0.9,90%,LambdaMART,204,0.8664491388423892,,,a52e50841332670b58272f65f9c33b06aad47f85df3f3681bdf46581f758cb95
Main,0.9,90%,LTR-DQN,204,1.6924962922488853,556577867.0,,a52e50841332670b58272f65f9c33b06aad47f85df3f3681bdf46581f758cb95
Main,0.9,90%,LambdaMART,237,0.4252265411999214,,,a52e50841332670b58272f65f9c33b06aad47f85df3f3681bdf46581f758cb95
Main,0.9,90%,LTR-DQN,237,0.7607533032521612,569280259.0,,a52e50841332670b58272f65f9c33b06aad47f85df3f3681bdf46581f758cb95
Main,0.9,90%,LambdaMART,289,0.2866748413414655,,,a52e50841332670b58272f65f9c33b06aad47f85df3f3681bdf46581f758cb95
Main,0.9,90%,LTR-DQN,289,0.5538683360981691,9795449.0,,a52e50841332670b58272f65f9c33b06aad47f85df3f3681bdf46581f758cb95
Main,0.9,90%,LambdaMART,295,0.8904836975545969,,,a52e50841332670b58272f65f9c33b06aad47f85df3f3681bdf46581f758cb95
Main,0.9,90%,LTR-DQN,295,1.5200553475836678,986298332.0,,a52e50841332670b58272f65f9c33b06aad47f85df3f3681bdf46581f758cb95
Main,0.9,90%,LambdaMART,340,0.39795823261101915,,,a52e50841332670b58272f65f9c33b06aad47f85df3f3681bdf46581f758cb95
Main,0.9,90%,LTR-DQN,340,0.6871937845582659,631912030.0,,a52e50841332670b58272f65f9c33b06aad47f85df3f3681bdf46581f758cb95
Main,0.9,90%,LambdaMART,398,2.114298321325732,,,a52e50841332670b58272f65f9c33b06aad47f85df3f3681bdf46581f758cb95
Main,0.9,90%,LTR-DQN,398,3.275565249571307,410660040.0,,a52e50841332670b58272f65f9c33b06aad47f85df3f3681bdf46581f758cb95
Main,0.9,90%,LambdaMART,434,1.5735940510346458,,,a52e50841332670b58272f65f9c33b06aad47f85df3f3681bdf46581f758cb95
Main,0.9,90%,LTR-DQN,434,2.583685551295062,1481186546.0,,a52e50841332670b58272f65f9c33b06aad47f85df3f3681bdf46581f758cb95
Main,0.9,90%,LambdaMART,510,1.3250362855819677,,,a52e50841332670b58272f65f9c33b06aad47f85df3f3681bdf46581f758cb95
Main,0.9,90%,LTR-DQN,510,2.9243144205877667,1537575354.0,,a52e50841332670b58272f65f9c33b06aad47f85df3f3681bdf46581f758cb95
Main,0.9,90%,LambdaMART,516,1.0179885082337559,,,a52e50841332670b58272f65f9c33b06aad47f85df3f3681bdf46581f758cb95
Main,0.9,90%,LTR-DQN,516,1.8628430504660227,357658174.0,,a52e50841332670b58272f65f9c33b06aad47f85df3f3681bdf46581f758cb95
Main,0.9,90%,LambdaMART,1018,1.43654327775306,,,a52e50841332670b58272f65f9c33b06aad47f85df3f3681bdf46581f758cb95
Main,0.9,90%,LTR-DQN,1018,3.0402536613279922,628604109.0,,a52e50841332670b58272f65f9c33b06aad47f85df3f3681bdf46581f758cb95
Main,0.9,90%,LambdaMART,1021,0.7923745221471985,,,a52e50841332670b58272f65f9c33b06aad47f85df3f3681bdf46581f758cb95
Main,0.9,90%,LTR-DQN,1021,1.7061343382209908,795144549.0,,a52e50841332670b58272f65f9c33b06aad47f85df3f3681bdf46581f758cb95
Main,0.9,90%,LambdaMART,1027,1.708945729426587,,,a52e50841332670b58272f65f9c33b06aad47f85df3f3681bdf46581f758cb95
Main,0.9,90%,LTR-DQN,1027,3.1216292358245603,1783839301.0,,a52e50841332670b58272f65f9c33b06aad47f85df3f3681bdf46581f758cb95
Main,0.9,90%,LambdaMART,1038,0.10156915808620726,,,a52e50841332670b58272f65f9c33b06aad47f85df3f3681bdf46581f758cb95
Main,0.9,90%,LTR-DQN,1038,0.48094541225898,171962506.0,,a52e50841332670b58272f65f9c33b06aad47f85df3f3681bdf46581f758cb95
Main,0.9,90%,LambdaMART,1050,0.7678706609583013,,,a52e50841332670b58272f65f9c33b06aad47f85df3f3681bdf46581f758cb95
Main,0.9,90%,LTR-DQN,1050,1.2032843560604296,1884262612.0,,a52e50841332670b58272f65f9c33b06aad47f85df3f3681bdf46581f758cb95
Main,0.9,90%,LambdaMART,1076,1.383275268191103,,,a52e50841332670b58272f65f9c33b06aad47f85df3f3681bdf46581f758cb95
Main,0.9,90%,LTR-DQN,1076,2.895978275426125,275813463.0,,a52e50841332670b58272f65f9c33b06aad47f85df3f3681bdf46581f758cb95
ChiNext,0.5,50%,LambdaRank,14,0.290817770320857,,,a52e50841332670b58272f65f9c33b06aad47f85df3f3681bdf46581f758cb95
ChiNext,0.5,50%,LambdaRank,15,-0.6212165585100017,,,a52e50841332670b58272f65f9c33b06aad47f85df3f3681bdf46581f758cb95
ChiNext,0.5,50%,LambdaRank,20,0.4162183398471262,,,a52e50841332670b58272f65f9c33b06aad47f85df3f3681bdf46581f758cb95
ChiNext,0.5,50%,LambdaRank,27,0.15492958986182814,,,a52e50841332670b58272f65f9c33b06aad47f85df3f3681bdf46581f758cb95
ChiNext,0.5,50%,LambdaRank,52,0.3872908052600439,,,a52e50841332670b58272f65f9c33b06aad47f85df3f3681bdf46581f758cb95
ChiNext,0.5,50%,LambdaRank,59,-0.39492179375388525,,,a52e50841332670b58272f65f9c33b06aad47f85df3f3681bdf46581f758cb95
ChiNext,0.5,50%,LambdaRank,61,-0.1433154347323753,,,a52e50841332670b58272f65f9c33b06aad47f85df3f3681bdf46581f758cb95
ChiNext,0.5,50%,LambdaRank,64,0.1818715185296409,,,a52e50841332670b58272f65f9c33b06aad47f85df3f3681bdf46581f758cb95
ChiNext,0.5,50%,LambdaRank,71,0.3235597399993855,,,a52e50841332670b58272f65f9c33b06aad47f85df3f3681bdf46581f758cb95
ChiNext,0.5,50%,LambdaRank,74,6.7433769374634664,,,a52e50841332670b58272f65f9c33b06aad47f85df3f3681bdf46581f758cb95
ChiNext,0.5,50%,LambdaRank,78,-0.001301272227189454,,,a52e50841332670b58272f65f9c33b06aad47f85df3f3681bdf46581f758cb95
ChiNext,0.5,50%,LambdaRank,88,-0.6156200734551769,,,a52e50841332670b58272f65f9c33b06aad47f85df3f3681bdf46581f758cb95
ChiNext,0.5,50%,LambdaRank,89,0.1810601132140417,,,a52e50841332670b58272f65f9c33b06aad47f85df3f3681bdf46581f758cb95
ChiNext,0.5,50%,LambdaRank,90,-0.005402511536167998,,,a52e50841332670b58272f65f9c33b06aad47f85df3f3681bdf46581f758cb95
ChiNext,0.5,50%,LambdaRank,101,0.38970484377034964,,,a52e50841332670b58272f65f9c33b06aad47f85df3f3681bdf46581f758cb95
ChiNext,0.5,50%,LambdaRank,107,-0.4854867670661188,,,a52e50841332670b58272f65f9c33b06aad47f85df3f3681bdf46581f758cb95
ChiNext,0.5,50%,LambdaRank,108,-0.009933681485590151,,,a52e50841332670b58272f65f9c33b06aad47f85df3f3681bdf46581f758cb95
ChiNext,0.5,50%,LambdaRank,112,0.22265232576365102,,,a52e50841332670b58272f65f9c33b06aad47f85df3f3681bdf46581f758cb95
ChiNext,0.5,50%,LambdaRank,123,-0.15773173543593866,,,a52e50841332670b58272f65f9c33b06aad47f85df3f3681bdf46581f758cb95
ChiNext,0.5,50%,LambdaRank,130,0.30552255265074946,,,a52e50841332670b58272f65f9c33b06aad47f85df3f3681bdf46581f758cb95
ChiNext,0.5,50%,LambdaMART,12,-0.7370532171418969,,,a52e50841332670b58272f65f9c33b06aad47f85df3f3681bdf46581f758cb95
ChiNext,0.5,50%,LTR-DQN,12,-0.7717612831099875,1370134292.0,,a52e50841332670b58272f65f9c33b06aad47f85df3f3681bdf46581f758cb95
ChiNext,0.5,50%,LambdaMART,19,-0.23577835862778307,,,a52e50841332670b58272f65f9c33b06aad47f85df3f3681bdf46581f758cb95
ChiNext,0.5,50%,LTR-DQN,19,0.0032931102821034397,1002649107.0,,a52e50841332670b58272f65f9c33b06aad47f85df3f3681bdf46581f758cb95
ChiNext,0.5,50%,LambdaMART,21,-0.48728059792847533,,,a52e50841332670b58272f65f9c33b06aad47f85df3f3681bdf46581f758cb95
ChiNext,0.5,50%,LTR-DQN,21,-0.1790694283331864,1964215710.0,,a52e50841332670b58272f65f9c33b06aad47f85df3f3681bdf46581f758cb95
ChiNext,0.5,50%,LambdaMART,23,0.7230928536424912,,,a52e50841332670b58272f65f9c33b06aad47f85df3f3681bdf46581f758cb95
ChiNext,0.5,50%,LTR-DQN,23,1.3280461423112633,1165368502.0,,a52e50841332670b58272f65f9c33b06aad47f85df3f3681bdf46581f758cb95
ChiNext,0.5,50%,LambdaMART,32,0.17997562913375642,,,a52e50841332670b58272f65f9c33b06aad47f85df3f3681bdf46581f758cb95
ChiNext,0.5,50%,LTR-DQN,32,-0.009168416961149894,308104437.0,,a52e50841332670b58272f65f9c33b06aad47f85df3f3681bdf46581f758cb95
ChiNext,0.5,50%,LambdaMART,34,-0.30121945868165023,,,a52e50841332670b58272f65f9c33b06aad47f85df3f3681bdf46581f758cb95
ChiNext,0.5,50%,LTR-DQN,34,1.0581496488891209,1016970410.0,,a52e50841332670b58272f65f9c33b06aad47f85df3f3681bdf46581f758cb95
ChiNext,0.5,50%,LambdaMART,36,-0.8374180411474547,,,a52e50841332670b58272f65f9c33b06aad47f85df3f3681bdf46581f758cb95
ChiNext,0.5,50%,LTR-DQN,36,-0.7957843401424805,1560978608.0,,a52e50841332670b58272f65f9c33b06aad47f85df3f3681bdf46581f758cb95
ChiNext,0.5,50%,LambdaMART,39,2.883226062344357,,,a52e50841332670b58272f65f9c33b06aad47f85df3f3681bdf46581f758cb95
ChiNext,0.5,50%,LTR-DQN,39,5.454556215360515,1512791264.0,,a52e50841332670b58272f65f9c33b06aad47f85df3f3681bdf46581f758cb95
ChiNext,0.5,50%,LambdaMART,44,-0.18158758029574507,,,a52e50841332670b58272f65f9c33b06aad47f85df3f3681bdf46581f758cb95
ChiNext,0.5,50%,LTR-DQN,44,-0.4172839751717494,1151822198.0,,a52e50841332670b58272f65f9c33b06aad47f85df3f3681bdf46581f758cb95
ChiNext,0.5,50%,LambdaMART,47,-0.030353046537778816,,,a52e50841332670b58272f65f9c33b06aad47f85df3f3681bdf46581f758cb95
ChiNext,0.5,50%,LTR-DQN,47,0.21376122868196634,1393071684.0,,a52e50841332670b58272f65f9c33b06aad47f85df3f3681bdf46581f758cb95
ChiNext,0.5,50%,LambdaMART,51,-0.12127582595335151,,,a52e50841332670b58272f65f9c33b06aad47f85df3f3681bdf46581f758cb95
ChiNext,0.5,50%,LTR-DQN,51,0.5372852944960782,1159912687.0,,a52e50841332670b58272f65f9c33b06aad47f85df3f3681bdf46581f758cb95
ChiNext,0.5,50%,LambdaMART,53,2.821638293465681,,,a52e50841332670b58272f65f9c33b06aad47f85df3f3681bdf46581f758cb95
ChiNext,0.5,50%,LTR-DQN,53,2.1197691633119398,1216631962.0,,a52e50841332670b58272f65f9c33b06aad47f85df3f3681bdf46581f758cb95
ChiNext,0.5,50%,LambdaMART,76,-0.7795361088456448,,,a52e50841332670b58272f65f9c33b06aad47f85df3f3681bdf46581f758cb95
ChiNext,0.5,50%,LTR-DQN,76,-0.6919881185994582,2041065228.0,,a52e50841332670b58272f65f9c33b06aad47f85df3f3681bdf46581f758cb95
ChiNext,0.5,50%,LambdaMART,77,0.27523755808319983,,,a52e50841332670b58272f65f9c33b06aad47f85df3f3681bdf46581f758cb95
ChiNext,0.5,50%,LTR-DQN,77,0.2815642286934472,715834519.0,,a52e50841332670b58272f65f9c33b06aad47f85df3f3681bdf46581f758cb95
ChiNext,0.5,50%,LambdaMART,94,-0.4329205598561904,,,a52e50841332670b58272f65f9c33b06aad47f85df3f3681bdf46581f758cb95
ChiNext,0.5,50%,LTR-DQN,94,-0.022028846076890596,1439929252.0,,a52e50841332670b58272f65f9c33b06aad47f85df3f3681bdf46581f758cb95
ChiNext,0.5,50%,LambdaMART,96,4.006275384609119,,,a52e50841332670b58272f65f9c33b06aad47f85df3f3681bdf46581f758cb95
ChiNext,0.5,50%,LTR-DQN,96,3.3936550151390446,1852334621.0,,a52e50841332670b58272f65f9c33b06aad47f85df3f3681bdf46581f758cb95
ChiNext,0.5,50%,LambdaMART,100,-0.7114305171919466,,,a52e50841332670b58272f65f9c33b06aad47f85df3f3681bdf46581f758cb95
ChiNext,0.5,50%,LTR-DQN,100,-0.7158349349000757,127626911.0,,a52e50841332670b58272f65f9c33b06aad47f85df3f3681bdf46581f758cb95
ChiNext,0.5,50%,LambdaMART,101,-0.2607001168273816,,,a52e50841332670b58272f65f9c33b06aad47f85df3f3681bdf46581f758cb95
ChiNext,0.5,50%,LTR-DQN,101,-0.07019844408230824,95259990.0,,a52e50841332670b58272f65f9c33b06aad47f85df3f3681bdf46581f758cb95
ChiNext,0.5,50%,LambdaMART,105,-0.2796455198388992,,,a52e50841332670b58272f65f9c33b06aad47f85df3f3681bdf46581f758cb95
ChiNext,0.5,50%,LTR-DQN,105,-0.34856848077498215,694807112.0,,a52e50841332670b58272f65f9c33b06aad47f85df3f3681bdf46581f758cb95
ChiNext,0.5,50%,LambdaMART,131,-0.18074485689238695,,,a52e50841332670b58272f65f9c33b06aad47f85df3f3681bdf46581f758cb95
ChiNext,0.5,50%,LTR-DQN,131,-0.16613249388960316,1928971597.0,,a52e50841332670b58272f65f9c33b06aad47f85df3f3681bdf46581f758cb95
ChiNext,0.6,60%,LambdaRank,2,1.6234064387690874,,,a52e50841332670b58272f65f9c33b06aad47f85df3f3681bdf46581f758cb95
ChiNext,0.6,60%,LambdaRank,4,0.9119607534722722,,,a52e50841332670b58272f65f9c33b06aad47f85df3f3681bdf46581f758cb95
ChiNext,0.6,60%,LambdaRank,14,0.38405523569112354,,,a52e50841332670b58272f65f9c33b06aad47f85df3f3681bdf46581f758cb95
ChiNext,0.6,60%,LambdaRank,15,-0.5879602931498857,,,a52e50841332670b58272f65f9c33b06aad47f85df3f3681bdf46581f758cb95
ChiNext,0.6,60%,LambdaRank,16,-0.00311017298337668,,,a52e50841332670b58272f65f9c33b06aad47f85df3f3681bdf46581f758cb95
ChiNext,0.6,60%,LambdaRank,27,-0.034577229179185376,,,a52e50841332670b58272f65f9c33b06aad47f85df3f3681bdf46581f758cb95
ChiNext,0.6,60%,LambdaRank,35,-0.34018590146096883,,,a52e50841332670b58272f65f9c33b06aad47f85df3f3681bdf46581f758cb95
ChiNext,0.6,60%,LambdaRank,37,1.1582608681477526,,,a52e50841332670b58272f65f9c33b06aad47f85df3f3681bdf46581f758cb95
ChiNext,0.6,60%,LambdaRank,39,0.11401570047898679,,,a52e50841332670b58272f65f9c33b06aad47f85df3f3681bdf46581f758cb95
ChiNext,0.6,60%,LambdaRank,42,2.6697221631047507,,,a52e50841332670b58272f65f9c33b06aad47f85df3f3681bdf46581f758cb95
ChiNext,0.6,60%,LambdaRank,43,-0.7309705798142756,,,a52e50841332670b58272f65f9c33b06aad47f85df3f3681bdf46581f758cb95
ChiNext,0.6,60%,LambdaRank,44,-0.393079172680984,,,a52e50841332670b58272f65f9c33b06aad47f85df3f3681bdf46581f758cb95
ChiNext,0.6,60%,LambdaRank,56,-0.6438195757813694,,,a52e50841332670b58272f65f9c33b06aad47f85df3f3681bdf46581f758cb95
ChiNext,0.6,60%,LambdaRank,59,-0.2507041114116273,,,a52e50841332670b58272f65f9c33b06aad47f85df3f3681bdf46581f758cb95
ChiNext,0.6,60%,LambdaRank,73,-0.27951027240733317,,,a52e50841332670b58272f65f9c33b06aad47f85df3f3681bdf46581f758cb95
ChiNext,0.6,60%,LambdaRank,91,2.9760333286025835,,,a52e50841332670b58272f65f9c33b06aad47f85df3f3681bdf46581f758cb95
ChiNext,0.6,60%,LambdaRank,95,0.05890720533529392,,,a52e50841332670b58272f65f9c33b06aad47f85df3f3681bdf46581f758cb95
ChiNext,0.6,60%,LambdaRank,102,-0.7648387675918835,,,a52e50841332670b58272f65f9c33b06aad47f85df3f3681bdf46581f758cb95
ChiNext,0.6,60%,LambdaRank,103,0.7596417167418439,,,a52e50841332670b58272f65f9c33b06aad47f85df3f3681bdf46581f758cb95
ChiNext,0.6,60%,LambdaRank,107,-0.48764943991537546,,,a52e50841332670b58272f65f9c33b06aad47f85df3f3681bdf46581f758cb95
ChiNext,0.6,60%,LambdaMART,3,-0.3812443231075606,,,a52e50841332670b58272f65f9c33b06aad47f85df3f3681bdf46581f758cb95
ChiNext,0.6,60%,LTR-DQN,3,-0.617156950824431,971280515.0,,a52e50841332670b58272f65f9c33b06aad47f85df3f3681bdf46581f758cb95
ChiNext,0.6,60%,LambdaMART,11,-0.6140826878359678,,,a52e50841332670b58272f65f9c33b06aad47f85df3f3681bdf46581f758cb95
ChiNext,0.6,60%,LTR-DQN,11,-0.5714032291630169,1301183155.0,,a52e50841332670b58272f65f9c33b06aad47f85df3f3681bdf46581f758cb95
ChiNext,0.6,60%,LambdaMART,16,0.7047126840491809,,,a52e50841332670b58272f65f9c33b06aad47f85df3f3681bdf46581f758cb95
ChiNext,0.6,60%,LTR-DQN,16,1.1977346762123773,1336006421.0,,a52e50841332670b58272f65f9c33b06aad47f85df3f3681bdf46581f758cb95
