market,broker_group,broker_column,broker_grouping_mode,n_reports,ARR,MDR,CR,SR,WR,source_signature
Main,52,broker_size,proxy,598,-0.6121977913967349,0.6943166257876943,-0.8817271093029114,-1.4171536844402515,0.45819397993311034,a458acb654cefa4045dd122415cc23bb74d7eb0ad8c4d7bfe84d0b8ae337851e
Main,53,broker_size,proxy,650,0.3096653547876127,0.21948085196430264,1.4108991833054214,1.0235860101642331,0.47384615384615386,a458acb654cefa4045dd122415cc23bb74d7eb0ad8c4d7bfe84d0b8ae337851e
Main,54,broker_size,proxy,885,0.4029126809793018,0.33844458199844635,1.1904834717701327,1.1712894627496586,0.5073446327683616,a458acb654cefa4045dd122415cc23bb74d7eb0ad8c4d7bfe84d0b8ae337851e
Main,55,broker_size,proxy,325,0.6019203884283282,0.15160888697645056,3.970218371973304,1.688781096496638,0.48,a458acb654cefa4045dd122415cc23bb74d7eb0ad8c4d7bfe84d0b8ae337851e
Main,56,broker_size,proxy,240,1.6421377236075823,0.14194910085970555,11.568496832048117,3.740115583323747,0.48333333333333334,a458acb654cefa4045dd122415cc23bb74d7eb0ad8c4d7bfe84d0b8ae337851e
Main,58,broker_size,proxy,128,1.8880568307530905,0.10553945919721804,17.88958220095616,5.3077217034821755,0.5703125,a458acb654cefa4045dd122415cc23bb74d7eb0ad8c4d7bfe84d0b8ae337851e
Main,59,broker_size,proxy,599,1.1400833995519504,0.16385018136526544,6.958084452835622,3.2308155137640915,0.48580968280467446,a458acb654cefa4045dd122415cc23bb74d7eb0ad8c4d7bfe84d0b8ae337851e
Main,60,broker_size,proxy,2082,0.0013135224527407452,0.3756302315767857,0.0034968496737521966,0.1299564289356767,0.46829971181556196,a458acb654cefa4045dd122415cc23bb74d7eb0ad8c4d7bfe84d0b8ae337851e
Main,61,broker_size,proxy,231,-0.5298231285094739,0.2775816559937172,-1.9087108858571906,-1.3793362987116313,0.42424242424242425,a458acb654cefa4045dd122415cc23bb74d7eb0ad8c4d7bfe84d0b8ae337851e
Main,62,broker_size,proxy,115,-0.3238551579614367,0.13869954989787178,-2.3349402229488128,-0.9901186970878764,0.46956521739130436,a458acb654cefa4045dd122415cc23bb74d7eb0ad8c4d7bfe84d0b8ae337851e
Main,63,broker_size,proxy,1085,1.8139212210567033,0.17430861734969724,10.40637719830926,4.973758934843842,0.5198156682027649,a458acb654cefa4045dd122415cc23bb74d7eb0ad8c4d7bfe84d0b8ae337851e
Main,68,broker_size,proxy,1074,1.3095131142041159,0.18989110478481555,6.896126681068369,3.479634358610921,0.5037243947858473,a458acb654cefa4045dd122415cc23bb74d7eb0ad8c4d7bfe84d0b8ae337851e
Main,71,broker_size,proxy,687,1.2851555101641545,0.27216920681970785,4.721899017090041,3.1542621994272357,0.4745269286754003,a458acb654cefa4045dd122415cc23bb74d7eb0ad8c4d7bfe84d0b8ae337851e
Main,72,broker_size,proxy,1386,-0.33766337993121653,0.43166805530457353,-0.782229251810098,-1.0156606022805315,0.5021645021645021,a458acb654cefa4045dd122415cc23bb74d7eb0ad8c4d7bfe84d0b8ae337851e
Main,73,broker_size,proxy,1590,0.22838581248310752,0.5236622693111505,0.4361318847423107,0.7441346233332464,0.4761006289308176,a458acb654cefa4045dd122415cc23bb74d7eb0ad8c4d7bfe84d0b8ae337851e
Main,74,broker_size,proxy,1010,-0.22120797733111197,0.33722085901708976,-0.6559735894626303,-0.6712128591390547,0.49504950495049505,a458acb654cefa4045dd122415cc23bb74d7eb0ad8c4d7bfe84d0b8ae337851e
Main,75,broker_size,proxy,1127,0.9825312656394587,0.2537385067573663,3.872219783255009,2.830213718816304,0.5075421472937001,a458acb654cefa4045dd122415cc23bb74d7eb0ad8c4d7bfe84d0b8ae337851e
Main,76,broker_size,proxy,2235,1.1897401479868717,0.2024860739957559,5.8756640617754705,3.3095880905278423,0.49798657718120803,a458acb654cefa4045dd122415cc23bb74d7eb0ad8c4d7bfe84d0b8ae337851e
Main,77,broker_size,proxy,432,-0.594038100247168,0.46109190042204207,-1.2883290721512108,-1.5921344685132504,0.42824074074074076,a458acb654cefa4045dd122415cc23bb74d7eb0ad8c4d7bfe84d0b8ae337851e
Main,79,broker_size,proxy,1386,0.3020668734523404,0.37379412524122047,0.8081102752950108,0.9853301294020216,0.47186147186147187,a458acb654cefa4045dd122415cc23bb74d7eb0ad8c4d7bfe84d0b8ae337851e
Main,80,broker_size,proxy,1451,0.05827400747876865,0.49655870476798997,0.1173557263606855,0.31262517710723264,0.487250172294969,a458acb654cefa4045dd122415cc23bb74d7eb0ad8c4d7bfe84d0b8ae337851e
